org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Institute of Socieconomic Studies;NA;818;INESC - Instituto de Estudos Socioeconômicos;NA;347
Institute for Socioeconomic Studies;NA;2045;INESC - Instituto de Estudos Socioeconômicos;NA;347
Institute for Socioeconomic Studies;Collegiate Management;2214;INESC - Instituto de Estudos Socioeconômicos;NA;347
Institute of Socioeconomic Studies;Collegiate Management;2433;INESC - Instituto de Estudos Socioeconômicos;NA;347
Brazilian Aiports Authority;NA;949;INFRAERO - Empresa Brasileira de Infraestrutura Aeroportuária;NA;348
Brazilian Aiports Authority;Operational Management;972;INFRAERO - Empresa Brasileira de Infraestrutura Aeroportuária;NA;348
National Meteorology Institute;NA;438;INMET - Instituto Nacional de Meteorologia;NA;349
National Institute of Meteorology;NA;1597;INMET - Instituto Nacional de Meteorologia;NA;349
National Institute of Metrology, Quality and Technology;NA;858;INMETRO - Instituto Nacional de Metrologia, Qualidade e Tecnologia;NA;350
Inmetro;Management and Planning;1085;INMETRO - Instituto Nacional de Metrologia, Qualidade e Tecnologia;NA;350
Amazon National Research Institute;NA;397;INPA -  Instituto Nacional de Pesquisas da Amazônia;NA;351
INPA - Instituto Nacional de Pesquisas da Amazônia;NA;2838;INPA -  Instituto Nacional de Pesquisas da Amazônia;NA;351
National Institute for Space Research;NA;951;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
National Institute of Space Research;Earth Observation;1441;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
National Institute of Space Research;General Coordination of Earth Observation;1459;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
National Space Research Institute;NA;1488;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
INPE;CPTEC;1560;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
Instituto Nacional de Pesquisas Espaciais;NA;1647;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
National Institute for Space Research;CPTEC;1945;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
National Institute for Space Research;International Cooperation Advisement;2201;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
National Institute for Space Research;Forestry;2226;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
National Institute for Space Research;Head of the Earth System Science Center;2567;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
INPE - Instituto Nacional de Pesquisas Especiais;NA;2835;INPE - Instituto Nacional de Pesquisas Espaciais;NA;352
National Institute of Hydrographic Research;NA;714;INPH - Instituto Nacional de Pesquisas Hidroviárias;NA;353
National Institute of Industrial Patent;NA;398;INPI - Instituto Nacional da Propriedade Industrial;NA;354
Instituto Nacional da Propriedade Industrial;NA;2980;INPI - Instituto Nacional da Propriedade Industrial;NA;354
Semiarido National Institute;NA;841;INSA - Instituto Nacional do Semi-Árido;NA;355
National Institute of Semi-Arid;Research Coordination;1300;INSA - Instituto Nacional do Semi-Árido;NA;355
Brazilian Steel Institute;NA;1820;Instituto Aço Brasil;NA;356
Brazilian Steel Institute;Brazil Steel;1958;Instituto Aço Brasil;NA;356
Instituto Aço Brasil;Sustainability;2452;Instituto Aço Brasil;NA;356
Instituto Aguas da Terra;CONFEA/Eng.International Consultant;1810;Instituto Águas da Terra;NA;357
Instituto Aguas da Terra;NA;1811;Instituto Águas da Terra;NA;357
Instituto Águas da Terra;NA;1812;Instituto Águas da Terra;NA;357
Akatu;NA;813;Instituto Akatu;NA;358
AFSMPOA;Environment;2406;Instituto Amigos do Fórum Social Mundial/POA;NA;359
Institute Life Center;NA;2057;Instituto Centro de Vida;NA;360
Instituto Centro de Vida;NA;2058;Instituto Centro de Vida;NA;360
Instituto Cotait Ruggiero;NA;2347;Instituto Cotait Ruggiero;NA;361
Instituto de Conservaçâo e Desenvolvimento Sustentável;NA;2132;Instituto de Conservaçâo e Desenvolvimento Sustentável;NA;362
Mamiraua Institute;NA;834;Instituto de Desenvolvimento Sustentável Mamirauá;NA;363
Research Institute of the Navy;NA;338;Instituto de Pesquisas da Marinha;NA;364
Instituto do PVC;NA;157;Instituto do PVC;NA;365
E-Brigade Institute;NA;1097;Instituto E-Brigade;NA;366
Ecoclima Institute;Ecoclima, Technical Coordinator, Technical Coordinator;1808;Instituto Ecoclima;NA;367
Ecoclima Institute;NA;1868;Instituto Ecoclima;NA;367
Instituto Ecologica;NA;1500;Instituto Ecológica;NA;368
Instituto Ecologica;NA;1500;Instituto Ecológica;NA;368
Instituto Ecoplan;NA;1746;Instituto Ecoplan;NA;369
Instituto Ecoplan;Instituto Ecoplan;1885;Instituto Ecoplan;NA;369
Ethos;NA;880;Instituto Ethos;NA;370
Ethos Institute;NA;1105;Instituto Ethos;NA;370
Ethos Institute;Executive board;1166;Instituto Ethos;NA;370
Instituto Ethos;NA;2151;Instituto Ethos;NA;370
Instituto Ethos;Public Policies;2316;Instituto Ethos;NA;370
Evandro Chagas Institute;Environmental Section;1329;Instituto Evandro Chagas;NA;371
Federal Institute of Education Science and Technology of Paraiba;NA;1199;Instituto Federal de Educação, Ciência e Tecnologia da Paraíba;NA;372
Federal Institute of Educaticon Science and Technology of Rondônia;NA;623;Instituto Federal de Educação, Ciência e Tecnologia de Rondônia;NA;373
Federal Institute of Education Science and Technology of Acre;Technology;923;Instituto Federal de Educação, Ciência e Tecnologia do Acre;NA;374
Federal Institute of Education Science and Technology of Acre;NA;986;Instituto Federal de Educação, Ciência e Tecnologia do Acre;NA;374
Federal Institute of Education Science and Technology of Alagoas;NA;1109;Instituto Federal de Educação, Ciência e Tecnologia do Alagoas;NA;375
Federal Institute of Education Science and Technology of Espírito;NA;606;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;NA;376
Federal Institute of Education Science and Technology of Espírito Santo;NA;936;Instituto Federal de Educação, Ciência e Tecnologia do Espírito Santo;NA;376
Fluminense Federal Institute of Education Science and Technology;NA;691;Instituto Federal de Educação, Ciência e Tecnologia Fluminense;NA;377
Humanos Direitos Institute;NA;667;Instituto Humanos Direitos;NA;378
Latin American Institute;NA;2117;Instituto Latino Americano;NA;379
Lula Institute;NA;572;Instituto Lula;NA;380
Marina Silva Institute;NA;1030;Instituto Marina Silva;NA;381
Law School Izabela Hendrix;NA;1499;Instituto Metodista Izabela Hendrix;NA;382
Mathematics National Institute;NA;658;Instituto Nacional de Matemática Pura e Aplicada;NA;383
Onda Azul Institute;NA;803;Instituto Onda Azul;NA;384
Movimento Onda Azul;Comissão de Políticas de Desenvolvimento Sustentável (CPDS);2926;Instituto Onda Azul;NA;384
Polis Institute;NA;1169;Instituto Pólis;NA;385
Instituto SocioAmbiental;NA;95;Instituto SocioAmbiental;NA;386
Institute Tereza Valse;NA;2128;Instituto Tereza Valse;NA;387
Terrazul Institute;NA;1018;Instituto Terrazul;NA;388
National Institute of Technology;NA;715;INT - Instituto Nacional de Tecnologia;NA;389
Inter-American Institute for Global Change Research;NA;1558;Inter-American Institute for Global Change Research;NA;390
International Organisation of Supreme Audit Institutions;NA;2012;INTOSAI - International Organization of Supreme Audit Institutions;NA;391
Amazon Institute for Environmental Research;NA;1878;IPAM -  Instituto de Pesquisa Ambiental da Amazônia;NA;392
Amazon Environmental Research Institute;NA;2051;IPAM -  Instituto de Pesquisa Ambiental da Amazônia;NA;392
Amazon Environmental Research Institute;Climate Change Program;2052;IPAM -  Instituto de Pesquisa Ambiental da Amazônia;NA;392
Amazon Environmental Research Institute;Climate Change and Indigenous People;2327;IPAM -  Instituto de Pesquisa Ambiental da Amazônia;NA;392
Amazon Environmental Research Institute;Public Policies Program;2348;IPAM -  Instituto de Pesquisa Ambiental da Amazônia;NA;392
Amazon Environmental Research Institute;Public Policies for Forests, Agriculture and Climate;2423;IPAM -  Instituto de Pesquisa Ambiental da Amazônia;NA;392
Amazon Environmental Research Institute;Communication;2435;IPAM -  Instituto de Pesquisa Ambiental da Amazônia;NA;392
Institute for Ecological Research;NA;666;IPÊ - Instituto de Pesquisas Ecológicas;NA;393
Institute for Applied Economic Research;NA;549;IPEA - Instituto de Pesquisa Econômica Aplicada;NA;394
Institute of Applicable Economic Research;NA;1512;IPEA - Instituto de Pesquisa Econômica Aplicada;NA;394
Institute of Applied Economic Research;NA;1944;IPEA - Instituto de Pesquisa Econômica Aplicada;NA;394
Institute of Applied Economic Research;Environmental Economics;2225;IPEA - Instituto de Pesquisa Econômica Aplicada;NA;394
Institute of Applied Economic Research;Department of Regional, Urban and Environmental Studies and Policies;2576;IPEA - Instituto de Pesquisa Econômica Aplicada;NA;394
IPEA;NA;3013;IPEA - Instituto de Pesquisa Econômica Aplicada;NA;394
Institute of the Patrimonio Historico e Artistico Nacional;NA;965;IPHAN - Instituto do Patrimônio Histórico e Artístico Nacional;NA;395
Pro-Sustainability Institute (IPSUS);NA;1498;IPSUS - Instituto Pró-Sustentabilidade;NA;396
Instituto Pró Sustentabilidade;NA;2965;IPSUS - Instituto Pró-Sustentabilidade;NA;396
Instituto Pró-Sustentabilidade;NA;3037;IPSUS - Instituto Pró-Sustentabilidade;NA;396
ISADI;NA;1685;ISADI - Instituto Socioambiental de Desenvolvimento Integrado do Ipiranga;NA;397
Isolux Energia e Participações S/A;Concession and Energy Division, Sustainability;2259;Isolux Energia e Participações S/A;NA;398
Society, Population and Nature Institute;NA;896;ISPN - Instituto Sociedade, População e Natureza;NA;399
Itaipu Binacional;NA;2130;Itaipu Binacional;NA;400
Itaipu Binacional;Coordination and Environment;2392;Itaipu Binacional;NA;400
Itaipu Binacional;Finance;2417;Itaipu Binacional;NA;400
Itaipu Binacional;Brazil;2551;Itaipu Binacional;NA;400
Itaipu Binacional;Coordination;2735;Itaipu Binacional;NA;400
Itaipu Binacional;"Superintendência de Meio Ambiente; Diretoria de Coordenação e Meio Ambiente";3080;Itaipu Binacional;NA;400
Jornada da Juventude;NA;1099;Jornada da Juventude;NA;401
Jubileu Sul Américas;NA;2039;Jubileu Sul Américas;NA;402
Key Associados;NA;1883;Key Associados;NA;403
Key Associados;Key Associados;1941;Key Associados;NA;403
Grupo KeyAssociados;Climate Change;2248;Key Associados;NA;403
Klabin;NA;1835;Klabin;NA;404
KPMG;NA;2073;KPMG;NA;405
KPMG;Climate Change and Sustainablity;2169;KPMG;NA;405
KPMG;Risk Consulting;2312;KPMG;NA;405
Linde Gases Ltda;NA;1837;Linde Gases Ltda;NA;406
LLP;Partner, LLP;1857;LLP;NA;407
National Laboratory of Astrophics;NA;639;LNA - Laboratório Nacional de Astrofísica;NA;408
National Laboratory of Scientific Computation;NA;1138;LNCC- Laboratório Nacional de Computação Científica;NA;409
Brazilian Nanotechnology National Laboratory;NA;777;LNNano - Laboratório Nacional de Nanotecnologia;NA;410
Lutheran World Federation - LWF;NA;2263;LWF - Lutheran World Federation;NA;411
MAN Latin America;NA;611;MAN Latin America;NA;412
MAN Latin America;Government and Institutional Relations;995;MAN Latin America;NA;412
World March of Women;National Women's Rights Council;663;Marcha Mundial das Mulheres;NA;413
Marcha Mundial do Clima;NA;2404;Marcha Mundial do Clima;NA;414
Marfrig Alimentos;Marfrig Alimentos;2048;Marfrig Alimentos;NA;415
Brazilian Navy;Naval and Aeronautical Attaché in Spain, Embassy of Brazil in Madrid;2674;Marinha do Brasil;NA;416
Marinha do Brasil;Estado-Maior da Armada;2801;Marinha do Brasil;NA;416
Marinha do Brasil;NA;3058;Marinha do Brasil;NA;416
Marinha do Brasil;"Comissão Interministerial para os Recursos do Mar (CIRM); Divisão de recursos humanos";3084;Marinha do Brasil;NA;416
Marinha do Brasil;Divisão para questões marítimas e ambientais;3133;Marinha do Brasil;NA;416
Marinha do Brasil;Diretoria de Hidrografia e Navegação;3193;Marinha do Brasil;NA;416
Marinha do Brasil;"Diretoria de Hidrografia e Navegação; GOOS Brazil";3195;Marinha do Brasil;NA;416
Marinha do Brasil;Secretaria Geral da Marinha;3197;Marinha do Brasil;NA;416
Marinha do Brasil;"Relações Internacionais; Diretoria de Hidrografia e Navegação";3199;Marinha do Brasil;NA;416
Marinha do Brasil;"Diretoria de Hidrografia e Navegação; Assessoria Internacional";3201;Marinha do Brasil;NA;416
Marinha do Brasil;Estado Maior da Armada;3209;Marinha do Brasil;NA;416
Marinha do Brasil;SECIRM;3210;Marinha do Brasil;NA;416
Marinha do Brasil;Adido Naval do Brasil na China;3224;Marinha do Brasil;NA;416
Marinha do Brasil;"Diretoria de Portos e Costas; CCA-IMO";3233;Marinha do Brasil;NA;416
Marinha do Brasil;Diretoria de Portos e Costas;3235;Marinha do Brasil;NA;416
Marinha do Brasil;"Diretoria de Portos e Costas; CCA-IMO; MEPC";3237;Marinha do Brasil;NA;416
Marinha do Brasil;CCA-IMO;3238;Marinha do Brasil;NA;416
NA;Marketing;1973;Marketing;NA;417
Menezes, Lopes Dessimoni and Abreu Law Firm;NA;1744;Menezes, Lopes Dessimoni e Abreu Advogados;NA;418
Michelin Private Sector;Government and Institutional Relations;805;Michelin;NA;419
Michelin;Environment;1047;Michelin;NA;419
Mining Museum;NA;1051;Mining Museum;NA;420
Ministry of Agriculture;EMBRAPA/SEDE;29;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture;EMBRAPA;36;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture;NA;38;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;NA;46;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;DEPTA/SDC;102;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;Livestock and Agriculture International Surveillance;164;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;Coordination of Pesticides;177;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;Department of Agriculture Inputs Inspection;190;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;"Departamento de Defesa e Inspeção Vegetal; Secretaria de Defesa Agropecuária";198;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;Inspection Department of Agriculture Inputs;209;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;General Coordination of Pesticides;215;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;"General Coordination of Pesticides; Inspection Department of Agriculture Inputs";223;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;Division of Pesticide Registry;228;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;Animal and Plant Protection Secretariat;234;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;"Coordination for Codex Alimentarius Matter; Department of Sanitary and Phytosanitary Matters";235;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Supply;NA;319;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture;Brazilian Institute of Forestry Development;346;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ceplac;NA;414;Ministério da Agricultura, Pecuária e Abastecimento;CEPLAC - Comissão Executiva do Plano da Lavoura Cacaueira;421
Ministry of Agriculture, Livestock and Supply;International Relations Secretariat;657;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Supply;Secretariat for Agricultural Development and Cooperativism;760;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture Livestock and Supply;NA;900;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Supply;Consumer Division;969;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture and Supply;NA;1265;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura e Abastecimento;NA;1280;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture and Supply;Livestock and Supply;1292;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Suply;NA;1315;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture;International;1663;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture, Livestock and Food Supply;Department of Non-Tariff Negotiations;2569;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture;Department of Agribusiness International Promotion;2592;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture;Secretary of Agribusiness International Relations;2594;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture;Press;2595;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture;Foreign Trade;2647;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Agriculture;International Sustainability Negotiations;2676;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura e Reforma Agrária;NA;2744;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Secretaria de Defesa Agropecuária;2998;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;NA;3009;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Secretaria de Relações Internacionais do Agronegócio;3068;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Imprensa;3070;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Comunicações;3071;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Coordenação Geral de Qualidade; Departamento de Desenvolvimento das Cadeias Produtivas e Produção Sustentável";3083;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Coordenação geral de qualidade;3130;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Departamento de sistemas de produção e sustentabilidade;3131;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Coordenação geral de negociação de medidas não tarifárias;3132;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Departamento de Sanidade Vegetal; Coordenação de Proteção de Plantas";3165;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Diretoria de Defesa Vegetal;3166;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Secretaria de Proteção Animal e Vegetal;3167;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Relações Internacionais; Coordenação de Assuntos da CIPV";3168;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Departamento de Sanidade Vegetal;3169;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Secretaria de Defesa Agropecuária; Departamento de Negociações Sanitárias e Fitossanitárias; Coordenação de Assuntos Fitossanitários Internacionais";3170;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Secretaria de Saúde e Inspeção Animal e Vegetal; Diretoria de Sanidade Vegetal";3171;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Secretaria de Defesa Agropecuária; Coordenação de Vigilância Internacional de Agropecuária";3172;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Secretaria de Defesa Agropecuária; Departamento de Sanidade Vegetal; Divisão de Análise de Riscos de Pragas";3173;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Serviço de Campanhas e Programas Fitossanitárias; Departamento de Sanidade Vegetal; Secretaria de Defesa Agropecuária";3174;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Programa de Erradicação da Mosca da Carambola; Departamento de Sanidade Vegetal; Secretaria de Defesa Agropecuária";3175;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Divisão de Certificação Fitossanitária; Departamento de Sanidade Vegetal; Secretaria de Defesa Agropecuária";3176;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Coordenação de Assuntos Internacionais Fitossanitários;3177;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Divisão de Análise de Riscos de Pragas;3178;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Divisão de Certificação Fitossanitária;3179;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Departamento de Sanidade Vegetal; Ponto de contato oficial IPPC";3180;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Departamento de Negociações Não-Tarifárias;3181;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Coordenadoria de Quarentena Vegetal;3182;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Departamento de Sanidade Vegetal e Insumos Agrícolas;3183;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Comitê em Saúde Vegetal (COSAVE);3184;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Coordenadoria de Supervisão e Certificação de Trânsito Internacional;3185;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Permanent Representation of Brazil to FAO;3186;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Organização Brasileira de Proteção Vegetal;3187;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Coordenação Geral de Inspeção e Certificação Fitossanitária Internacional;3188;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Divisão de Inspeção e Tratamento de Quarentenas;3189;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Divisão de Quarentena Vegetal;3190;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;Coordenação Geral de Defesa Vegetal;3191;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministério da Agricultura, Pecuária e Abastecimento;"Serviço Florestal Brasileiro; Diretoria de Pesquisa e Informação Florestal";3222;Ministério da Agricultura, Pecuária e Abastecimento;NA;421
Ministry of Science and Technology;SECOP;12;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Secretariat of Programmes Coordination;15;Ministério da Ciência e Tecnologia;NA;422
Ministry for Science and Technology;NA;21;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Biosafety Comission / CTNBIO;30;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;National Biosafety Commission;31;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;CTNBio;40;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordinator for Biodiversity Research, Policies ang Programmes;70;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;NA;71;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;International Affairs Advisory;73;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Biodiversity Research Programme, National Institute of Amazon Research;83;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Board of International Affairs;137;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;NA;364;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;Secretariat for Research and Development;642;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;Rio+20;644;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;Secretariat for Science and Technology for Social Inclusion;731;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;SECIS;842;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;General Coordination for Oceans and Antartica;853;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science, Technology and Innovation;Global Climate Change;1188;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Instituto Agronomico de Pernambuco;1296;Ministério da Ciência e Tecnologia;NA;422
Ministério de Ciência e Tecnologia;Comissão Nacional de Energia Nuclear;1371;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology (MCT);NA;1381;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Secretariat for Scientific Policy;1408;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;International Cooperation;1417;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Climate Change;1419;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination on Global Change Research;1426;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;International Affairs;1432;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination for Multilateral Cooperation;1440;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination on Climate Change Research;1443;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination;1444;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;General Coordination of Research on Global Change;1456;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Brazilian Forum on Climate Change;1457;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;General Coordination on Global Climate Change;1461;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination on Climate Change Research, Inventory;1462;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Secretariat of Technologic and Enterpreneurial Policy;1463;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;General Coordination Section on Global Climate Change;1464;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination of Research in Global Changes;1482;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;General Coordination on Climate Change;1489;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Secretariat of Business TechnologyPolicy;1490;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Secretariat of Science and Technology, Policies Program;1506;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;General Coordination on Research in Global Changes;1508;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;General Coordination on Global Change Research;1513;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Secretariat of Science and Technology Programs;1523;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Secretariat of Policy and Programs in Science and Technology;1525;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;Coordination Unit of Research on Global Changes;1527;Ministério da Ciência e Tecnologia;NA;422
Ministry of Science and Technology;General Coordination for Global Climate Change;1559;Ministério da Ciência e Tecnologia;NA;422
