"";"org_limpo";"id_org_unica";"tipo_org";"tipo_org_reduzido"
"409";"ABIQUIM - Associação Brasileira da Indústria Química";11;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"410";"ABPMEX - Associação Brasileira de Produtores e Exportadores de Madeiras";14;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"411";"ABRACE - Associação Brasileira de Grandes Consumidores Industriais de Energia";15;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"412";"ABRAF - Associação Brasileira dos Produtores de Florestas Plantadas";16;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"413";"ACRIMAT - Associação dos Criadores de Mato Grosso";20;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"414";"Açucareira Vale do Rosário";22;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"415";"AEB - Associação de Comércio Exterior do Brasil";24;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"416";"AES Tietê";25;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"417";"AIMEX - Associação das Indústrias Exportadoras de Madeiras do Estado do Pará";29;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"418";"Ambiente Gestão em Sustentabilidade Ltda";32;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"419";"Anima Convivência Produtiva";41;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"420";"APROSOJA/MT - Associação de Produtores de Soja de Mato Grosso";52;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"421";"Aracruz Celulose S.A.";53;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"422";"ArborGen";54;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"423";"Arcelor Mittal";55;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"424";"Associação Comercial de Minas Gerais";62;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"425";"Banco Bradesco";68;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"426";"Banco Itaú";73;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"427";"Banco Santander";75;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"428";"Belgo Siderurgia S.A.";79;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"429";"Biofílica Investimentos Ambientais";80;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"430";"Biofinance";81;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"431";"Biology Advance Center";82;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"432";"Bloomberg";83;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"433";"BM&F BOVESPA - Bolsa de Valores, Mercadorias e Futuros";84;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"434";"BMW Brasil";85;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"435";"BRACELPA - Associação Brasileira de Celulose e Papel";88;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"436";"Brasil Ecodiesel";90;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"437";"Braskem";92;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"438";"BRF - Brasil Foods";93;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"439";"BVRio - Bolsa Verde do Rio de Janeiro";94;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"440";"C.M. Consult Ltda";95;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"441";"Camargo Corrêa";102;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"442";"Carbono Social Serviços Ambientais";104;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"443";"Case New Holland Latin America";108;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"444";"Climate Link Limited";132;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"445";"CNA - Confederação Nacional da Agricultura e Pecuária";135;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"446";"CNI - Confederação Nacional da Indústria";138;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"447";"CO2e.com";143;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"448";"Coca-Cola";144;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"449";"Companhia Vale do Rio Doce";155;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"450";"Confederation of International Industries";163;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"451";"Copersucar";178;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"452";"CPFL Energia";180;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"453";"CTC - Centro de Tecnologia Canavieira";184;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"454";"C-trade Carbon Market Trading";186;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"455";"Destilaria Sérgio Pataro";197;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"456";"EcoEnergy Brasil";204;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"457";"Ecofrotas";205;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"458";"Ecoinvest";206;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"459";"EcoMapuá Conservação Ltda.";207;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"460";"EcoSecurities";208;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"461";"EDP - Energias do Brasil S.A.";210;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"462";"EDP - Energias do Brasil S.A.";210;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"463";"Embraer";213;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"464";"Empresa";217;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"465";"Enerbio Consulting";219;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"466";"ERM Consulting Services";221;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"467";"Fabercastell";253;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"468";"Fábrica Éthica Brazil";254;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"469";"FAERN - Federação da Agricultura, Pecuária e Pesca do Estado do Rio Grande do Norte";255;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"470";"FIEMA - Federação das Indústrias do Estado do Maranhão";265;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"471";"FIEMG - Federação das Indústrias do Estado de Minas Gerais";266;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"472";"FIEMT - Federação das Indústrias do Estado de Mato Grosso";267;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"473";"FIESP - Federação das Indústrias do Estado de São Paulo";268;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"474";"Finagro S.A.";269;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"475";"Financial Consulting Gibbon";270;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"476";"FIRJAN - Federação das Indústrias do Estado do Rio de Janeiro";273;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"477";"Gerdau";305;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"478";"GIP - Gestão e Interesse Público";307;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"479";"Green Domus";311;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"480";"Grupo Martinelli";314;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"481";"Grupo Plantar";315;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"482";"Helix-GPG Consultoria Ambiental";320;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"483";"HSBC Brasil";323;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"484";"ICF Consulting";331;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"485";"Indústria Brasileira de Árvores";345;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"486";"Instituto Aço Brasil";356;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"487";"Isolux Energia e Participações S/A";398;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"488";"Key Associados";403;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"489";"Klabin";404;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"490";"KPMG";405;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"491";"Linde Gases Ltda";406;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"492";"LLP";407;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"493";"MAN Latin America";412;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"494";"Marfrig Alimentos";415;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"495";"Michelin";419;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"496";"Natura";496;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"497";"Novociclo Ambiental S.A.";499;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"498";"O Boticário";501;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"499";"Odebrecht";506;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"500";"Oi";507;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"501";"Partner Desenvolvimento";512;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"502";"Penha Papéis e Embalagens";515;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"503";"Perdigão";516;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"504";"PPA-Política e Planejamento Ambiental Ltda";522;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"505";"PricewaterhouseCoopers";525;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"506";"Sadia";545;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"507";"Samarco Mineração S.A";546;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"508";"Schneider Electric Brasil Ltda";549;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"509";"Sereco S.A.";570;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"510";"Shell Brasil S/A";573;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"511";"SINDIMAD - Sindicato das Indústrias de Serrarias, Carpintarias, Tanoarias, Madeiras, Compensados e Laminados, Aglomerados e Chapas de Fibras de Madeira de Belém, Ananindeua e Marituba";574;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"512";"SRB - Sociedade Rural Brasileira";582;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"513";"Suzano Papel e Celulose";590;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"514";"Syngenta Seeds";591;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"515";"Tam";592;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"516";"UNICA - União da Indústria de Cana-de-Açúcar";610;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"517";"Vallourec & Mannesmann";656;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"518";"Volkswagen";663;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"519";"Votorantim";664;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"520";"Whirlpool SA";666;"Empresas, associações setoriais, federações ou confederações patronais";"Setor empresarial"
"521";"ABGLT - Associação Brasileira de Gays, Lésbicas, Bissexuais, Travestis, Transexuais e Intersexos";6;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"522";"ABONG - Associação Brasileira de Organizações Não-Governamentais";13;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"523";"ABREA - Associação Brasileira dos Expostos ao Amianto";17;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"524";"Ação Educativa";19;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"525";"ActionAid";21;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"526";"Afroreggae";26;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"527";"AMB - Articulação de Mulheres Brasileiras";31;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"528";"Amigos da Terra";33;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"529";"APIB - Articulação dos Povos Indígenas do Brasil";50;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"530";"APREC - Associação de Proteção a Ecossistemas Costeiros";51;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"531";"ARPIPAN - Articulação dos Povos Indígenas do Pantanal";57;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"532";"Associação Latino-americana de ONGs";63;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"533";"Associação Cultural dos Protetores do Rio Crixás de Santa Terezinha";65;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"534";"Avaaz";67;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"535";"Brasil das Águas";89;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"536";"Brasil Mata Viva";91;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"537";"CAATINGA - Centro de Assessoria e Apoio a Trabalhadores/as e Instituições Não Governamentais Alternativas";96;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"538";"Care International";105;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"539";"CIFOR - Centro Internacional de Investigação Florestal";130;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"540";"CMB - Confederação das Mulheres do Brasil";133;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"541";"CMP - Central de Movimentos Populares";134;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"542";"COIAB - Coordenação das Organizações Indígenas da Amazônia Brasileira";146;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"543";"Comitê Facilitador da Sociedade Civil";151;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"544";"Comitê Intertribal";153;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"545";"Comunidade indígena";156;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"546";"CONAM - Confederação Nacional das Associações de Moradores";158;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"547";"CONAQ - Coordenação Nacional de Articulação de Quilombos";160;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"548";"Conservation International";173;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"549";"CUFA - Central Única das Favelas";187;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"550";"Defensores da Terra";193;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"551";"Defensoria da Água";194;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"552";"Earth3000";202;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"553";"Engajamundo";220;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"554";"EUBRA - Conselho Euro-Brasileiro de Desenvolvimento Sustentável";251;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"555";"FASE - Federação de Órgãos para Assistência Social e Educacional";257;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"556";"FBCN - Fundação Brasileira para Conservação da Natureza";258;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"557";"FBDS - Fundação Brasileira para o Desenvolvimento Sustentável";259;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"558";"FBOMS - Fórum Brasileiro de ONGs e Movimentos Sociais para o Meio Ambiente e o Desenvolvimento";261;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"559";"Federação de Bandeirantes do Brasil";262;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"560";"Fórum Brasileiro de Economia Solidária";278;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"561";"Fórum Nacional de Reforma Urbana";279;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"562";"FSC - Conselho de Manejo Florestal";282;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"563";"FUNBIO - Fundo Brasileiro para a Biodiversidade";287;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"564";"Fundação Amazonas Sustentável";288;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"565";"Fundaçâo Ambiente e Recursos Naturais";289;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"566";"Fundação Cacique Cobra Coral";291;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"567";"Fundação Ford";294;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"568";"Fundaçâo Futuro Latino-Americano";295;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"569";"Fundação Grupo Esquel Brasil";296;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"570";"Fundação Grupo Esquel Brasil e GT Clima";297;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"571";"Fundación Avina";302;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"572";"Global Reporting Initiative";308;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"573";"GRAP - Grupo de Reflexão e Apoio do Processo do Fórum Social Mundial";310;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"574";"Iniciativa Verde";313;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"575";"Iniciativa Verde";313;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"576";"GTA - Grupo de Trabalho Amazônico";317;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"577";"IBASE - Instituto Brasileiro de Análises Sociais e Econômicas";325;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"578";"ICAL - Iniciativa Clima América Latina";330;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"579";"ICONE - Instituto de Estudos do Comércio e Negociações Internacionais";334;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"580";"ICTSD - International Centre for Trade and Sustainable Development";335;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"581";"IDEAL - Instituto para o Desenvolvimento de Energias Alternativas na América latina";336;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"582";"IDECRI - Instituto para o Desenvolvimento da Cooperação e Relações Internacionais";337;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"583";"IDESAM - Instituto de Conservação e Desenvolvimento Sustentável do Amazonas";338;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"584";"IDS - Instituto Democracia e Sustentabilidade";339;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"585";"IIS - Instituto Internacional para a Sustentabilidade";341;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"586";"IMAFLORA - Instituto de Manejo e Certificação Florestal e Agrícola";342;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"587";"INBRAPI - Instituto Indígena Brasileiro para Propriedade Intelectual";343;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"588";"INESC - Instituto de Estudos Socioeconômicos";347;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"589";"Instituto Akatu";358;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"590";"Instituto Amigos do Fórum Social Mundial/POA";359;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"591";"Instituto Centro de Vida";360;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"592";"Instituto Cotait Ruggiero";361;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"593";"Instituto de Conservaçâo e Desenvolvimento Sustentável";362;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"594";"Instituto de Desenvolvimento Sustentável Mamirauá";363;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"595";"Instituto do PVC";365;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"596";"Instituto E-Brigade";366;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"597";"Instituto Ecoclima";367;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"598";"Instituto Ecológica";368;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"599";"Instituto Ecoplan";369;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"600";"Instituto Ethos";370;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"601";"Instituto Humanos Direitos";378;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"602";"Instituto Latino Americano";379;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"603";"Instituto Onda Azul";384;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"604";"Instituto Pólis";385;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"605";"Instituto SocioAmbiental";386;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"606";"Instituto Terrazul";388;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"607";"Inter-American Institute for Global Change Research";390;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"608";"IPAM -  Instituto de Pesquisa Ambiental da Amazônia";392;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"609";"IPÊ - Instituto de Pesquisas Ecológicas";393;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"610";"IPSUS - Instituto Pró-Sustentabilidade";396;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"611";"ISADI - Instituto Socioambiental de Desenvolvimento Integrado do Ipiranga";397;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"612";"ISPN - Instituto Sociedade, População e Natureza";399;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"613";"Jubileu Sul Américas";402;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"614";"Marcha Mundial das Mulheres";413;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"615";"Marcha Mundial do Clima";414;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"616";"MNCR - Movimento Nacional dos Catadores de Materiais Recicláveis";451;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"617";"MONADES - Movimento Nacional de Afetados por Desastres Socioambientais";452;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"618";"MONAPE - Movimento Nacional dos Pescadores";453;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"619";"Movimento de Agricultura Urbana de Campinas";454;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"620";"Movimento dos Atingidos por Barragens";455;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
"621";"Movimento Nacional de Luta pela Moradia";456;"ONGs, Movimentos Sociais e outras associações da sociedade civil";"Sociedade civil, sindicatos, movimentos sociais"
