org_sujo;org_detalhe_sujo;id_org_dupla;org_limpo;org_detalhe_limpo;id_org_unica
Ministry of Environment;Department of Climate Change, Secretariat of Climate Change and Environment;1400;Ministério do Meio Ambiente;;442
Ministry of Environment;Unidade de Ozônio-PQA;1410;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat of Environment Quality;1481;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat for Environment Quality in the Settlements;1534;Ministério do Meio Ambiente;;442
Ministry of Environment;National Program on Forests;1535;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat of Biodiversity and Forests (SBF), National Program on Conservation of Biodiversity;1536;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat of Sustainable Development Policies;1537;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat of Environment Quality in Settlements;1539;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat of Biodiversity and Forests (SBF);1551;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat for Environment Quality in Settlements;1556;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat for Biodiversity and Forests;1573;Ministério do Meio Ambiente;;442
Ministry of Environment;Environmental Quality on Human Settlements;1584;Ministério do Meio Ambiente;;442
Ministry of Environment;National Programme for Biodiversity Conservation;1589;Ministério do Meio Ambiente;;442
Ministry of Environment;Sustainable Development;1590;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat for Environmental Quality on Human Settlements;1593;Ministério do Meio Ambiente;;442
Ministry of Environment;Office for International Cooperation;1594;Ministério do Meio Ambiente;;442
Ministry of Environment;Office of the International Adviser;1658;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat of Environmental Quality on Human Settlements;1659;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretary for Biodiversity and Forests;1712;Ministério do Meio Ambiente;;442
Ministry of Environment;Social Communication Office;2234;Ministério do Meio Ambiente;;442
Ministry of Environment;Project;2235;Ministério do Meio Ambiente;;442
Ministry of Environment;REDD+ Focal Point;2236;Ministério do Meio Ambiente;;442
Ministry of Environment;Licenciamento e Avaliação Ambiental;2300;Ministério do Meio Ambiente;;442
Ministry of Environment;Communication Office;2499;Ministério do Meio Ambiente;;442
Ministry of Environment;Climate Change Department;2500;Ministério do Meio Ambiente;;442
Ministry of Environment;Policies to Combat Climate Change;2501;Ministério do Meio Ambiente;;442
Ministry of Environment;Climate Change and Forests;2502;Ministério do Meio Ambiente;;442
Ministry of Environment;Climate and Environment Quality;2557;Ministério do Meio Ambiente;;442
Ministry of Environment;Department of Climate Change;2559;Ministério do Meio Ambiente;;442
Ministry of Environment;Department of Climate Change and Environmental Quality;2560;Ministério do Meio Ambiente;;442
Ministry of Environment;Office of Media Relations;2565;Ministério do Meio Ambiente;;442
Ministry of Environment;Economic and Environmental Issues;2566;Ministério do Meio Ambiente;;442
Ministry of Environment;Forests;2597;Ministério do Meio Ambiente;;442
Ministry of Environment;Cabinet Office;2603;Ministério do Meio Ambiente;;442
Ministry of Environment;Brazilian Forest Service;2608;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretary of Biodiversity;2616;Ministério do Meio Ambiente;;442
Ministry of Environment;Transparency;2619;Ministério do Meio Ambiente;;442
Ministry of Environment;Executive-Secretariat;2624;Ministério do Meio Ambiente;;442
Ministry of Environment;Climate Change Policy;2637;Ministério do Meio Ambiente;;442
Ministry of Environment;Climate Change Action Monitoring and Support;2638;Ministério do Meio Ambiente;;442
Ministry of Environment;Forest Economy;2645;Ministério do Meio Ambiente;;442
Ministry of Environment;Fight Against Deforestation;2646;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretary of External Affairs;2668;Ministério do Meio Ambiente;;442
Ministry of Environment;Global Themes and Multilateral Organizations;2678;Ministério do Meio Ambiente;;442
Ministry of Environment;Secretariat of External Affairs;2679;Ministério do Meio Ambiente;;442
Ministry of Environment;Department of External Resources;2680;Ministério do Meio Ambiente;;442
Ministry of Environment;Native Vegetation and Combating Deforestation;2681;Ministério do Meio Ambiente;;442
Ministry of Environment;Department of Environmental Economics and International Agreements;2682;Ministério do Meio Ambiente;;442
Ministry of Environment;Department of Environment and Latin America;2683;Ministério do Meio Ambiente;;442
Ministry of Environment;Public Policy and Government Management;2684;Ministério do Meio Ambiente;;442
Ministry of Environment;Forest Department;2685;Ministério do Meio Ambiente;;442
Ministry of Environment and the Amazon Region;Biodiversity Policy and Program Formulation Department;13;Ministério do Meio Ambiente;;442
Ministry of Environment, Hydric Resources and Legal Amazon;NA;1391;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and Legal Amazon;Environment Secretariat;1396;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and Local Amazon;Department of Environmental Management;1418;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Amazon;NA;306;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;"Department of Environmental Management; Secretariat of Environment";238;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;Secretariat of Environmental Policies;239;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;Special Advisory for International Affairs;240;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;Secretariat for Sustainable Development;1423;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;Department of Environmental Management;1427;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;Programme for Environmental Quality;1439;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;NA;1445;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;Secretary of Environment Quality;1455;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;Secretariat of Environment Quality;1507;Ministério do Meio Ambiente;;442
Ministry of Environment, Water Resources and the Legal Amazon;Work Group on Climate Change;1528;Ministério do Meio Ambiente;;442
Ministry of External Affairs;Embassy of Brazil in the Hague;273;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of International Organizations;1;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission of Brazil to the United Nations;4;Ministério das Relações Exteriores;;435
Ministry of External Relations;Special Division for the Environment;5;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission of Brazil in Geneva;9;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of the Federal Republic of Brazil to Japan;10;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division for the Environment;11;Ministério das Relações Exteriores;;435
Ministry of External Relations;Brazilian Embassy in Jakarta;16;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division for Environmental Affairs;17;Ministério das Relações Exteriores;;435
Ministry of External Relations;Consulate General of Brazil in Montreal;27;Ministério das Relações Exteriores;;435
Ministry of External Relations;Intellectual Property Division;57;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Nairobi;61;Ministério das Relações Exteriores;;435
Ministry of External Relations;NA;89;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of Environmental Policy and Sustainable Development;90;Ministério das Relações Exteriores;;435
Ministry of External Relations;International Actions against Hunger;103;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Representative of Brazil to ICAO and other International Organizations in Montreal;116;Ministério das Relações Exteriores;;435
Ministry of External Relations;Office of the Director-General, Departament of Environment and Special Affairs;118;Ministério das Relações Exteriores;;435
Ministry of External Relations;Representation of Brazil to FAO;119;Ministério das Relações Exteriores;;435
Ministry of External Relations;Environment Division;120;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of the Environment;121;Ministério das Relações Exteriores;;435
Ministry of External Relations;Brazilian Embassy in Tokyo;247;Ministério das Relações Exteriores;;435
Ministry of External Relations;Consulate-General of Brazil in Miami;250;Ministério das Relações Exteriores;;435
Ministry of External Relations;Brazilian Embassy to the USA;255;Ministério das Relações Exteriores;;435
Ministry of External Relations;Brazilian Embassy in Harare;257;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Thailan;264;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in The Hague;270;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embajada de Brasil em Países Bajos;272;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission of Brazil to the United Nations Office and other International Organizations in Geneva;276;Ministério das Relações Exteriores;;435
Ministry of External Relations;Mission of Brazil to FAO;282;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Ecuador;286;Ministério das Relações Exteriores;;435
Ministry of External Relations;Environment Department;303;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Representation of Brazil to FAO;304;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil, Nairobi;312;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of the Environment;313;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission of Brazil to UNEP;327;Ministério das Relações Exteriores;;435
Ministry of External Relations;United Nations Division;328;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Kenya;329;Ministério das Relações Exteriores;;435
Ministry of External Relations;"Embassy of Brazil in Kenya; Permanent Mission of Brazil to UNEP";330;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil;331;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division for Sustainable Development Policies;333;Ministério das Relações Exteriores;;435
Ministry of External Relations;First Seiat Secretary Deputy Head of Mission and Deputy Permanent Representative;334;Ministério das Relações Exteriores;;435
Ministry of External Relations;Multilateral Sector of the Embassy in Nairobi;335;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy to Sweden;337;Ministério das Relações Exteriores;;435
Ministry of External Relations;General Secretariat for International Organizations;339;Ministério das Relações Exteriores;;435
Ministry of External Relations;General Secretariat for Inter-American Organizations;341;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission to the United Nation;343;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Delegation to UNESCO;351;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of Specialized Agencies;353;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission to the United Nations;358;Ministério das Relações Exteriores;;435
Ministry of External Relations;Executive Secretariat of the National Commission;394;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of the Environment and Special Affairs;395;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of Non-renewable Energy Resources;574;Ministério das Relações Exteriores;;435
Ministry of External Relations;Science and Technology Department;575;Ministério das Relações Exteriores;;435
Ministry of External Relations;Science and Technology Division;576;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division on Climate, Ozone and Chemical Safety;599;Ministério das Relações Exteriores;;435
Ministry of External Relations;Minister's Office;605;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat for Events;607;Ministério das Relações Exteriores;;435
Ministry of External Relations;General Coordination on Sustainable Development;627;Ministério das Relações Exteriores;;435
Ministry of External relations;General coordination for Sustainable Development;685;Ministério das Relações Exteriores;;435
Ministry of External Relations;Press Relations Office;737;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of new and renewable energy resources;748;Ministério das Relações Exteriores;;435
Ministry of External Relations;Press relations officer;752;Ministério das Relações Exteriores;;435
Ministry of External Relations;Minister's office;754;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division for Climate, Ozone and Chemical;755;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of the Environmental and Special Affairs;758;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat General for the Environment;917;Ministério das Relações Exteriores;;435
Ministry of External Relations;FUNAG;921;Ministério das Relações Exteriores;;435
Ministry of External Relations;Environment division;931;Ministério das Relações Exteriores;;435
Ministry of External Relations;Secretariat General of External Relations;943;Ministério das Relações Exteriores;;435
Ministry of External Relations;Chief of Cabinet;944;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of Energy;1000;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division for Oceans, Antarctica and Space;1003;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat general for political affairs II;1034;Ministério das Relações Exteriores;;435
Ministry of External relations;Permanent Mission of Brazil to the United Nations;1055;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of non-renewable energy resources;1058;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of the environment;1104;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat general for political affairs III;1108;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat general for political affairs;1207;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil, Windhoek;1297;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division for Environmental Policy and Sustainable Development;1311;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of Climate Change, Ozone and Chemical Safety;1318;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission to UNEP;1350;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of Climate, Ozone and Chemical Safety;1351;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission of Brazil to the United Nations at Geneva;1358;Ministério das Relações Exteriores;;435
Ministry of External Relations;Mission of Brazil to the United Nations in Geneva;1365;Ministério das Relações Exteriores;;435
Ministry of External Relations;General Coordination for Sustainable Development;1366;Ministério das Relações Exteriores;;435
Ministry of External Relations;Brazilian Embassy in London;1369;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division of Humanitarian Affairs and Environment, Department of International Organizations;1370;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil to Copenhagen;1375;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil to Bangkok;1377;Ministério das Relações Exteriores;;435
Ministry of External Relations;Division for Environment;1378;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission of Brazil to UNOG (UN Offices in Geneva);1380;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Representative of Brazil to the United Nations Environment Programme;1394;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Cairo;1395;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Helsinki;1403;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil to Beijing;1405;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of Special Affairs;1421;Ministério das Relações Exteriores;;435
Ministry of External Relations;Direction of the Environment;1424;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil - Japan;1428;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil;1437;Ministério das Relações Exteriores;;435
Ministry of External Relations;"Department of Special Affairs; General Director (Rapporteur of the COP Bureau)";1438;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil to the Kingdom of the Netherlands;1453;Ministério das Relações Exteriores;;435
Ministry of External Relations;"Department of Special Issues; Rapporteur of the COP";1454;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil to Germany;1485;Ministério das Relações Exteriores;;435
Ministry of External Relations;Brazilian Mission to the FAO, Rome;1486;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil to the Kingdom of Morocco;1504;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of Environment and Special Affairs;1505;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of Special Issues;1510;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil to India;1522;Ministério das Relações Exteriores;;435
Ministry of External Relations;Environmental Policy and Sustainable Development;1524;Ministério das Relações Exteriores;;435
Ministry of External Relations;Consulate General of Brazil in Milan;1552;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of Environment and Special Issues;1553;Ministério das Relações Exteriores;;435
Ministry of External Relations;Environment Policy and Sustainable Development;1557;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil to Argentina;1570;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Argentina;1608;Ministério das Relações Exteriores;;435
Ministry of External Relations;Consulate General of Brazil in Montréal;1650;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil to Kenya;1716;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of the Environment and Special Issues;1717;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat for Political Affairs;1768;Ministério das Relações Exteriores;;435
Ministry of External Relations;Special Representation for Climate Change;1769;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil to Indonesia;1770;Ministério das Relações Exteriores;;435
Ministry of External Relations;Special Advisery to the Minister;1771;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy;1845;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil to Poland;1846;Ministério das Relações Exteriores;;435
Ministry of External Relations;Diplomatic Mission of Brazil to Denmark;1890;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat of State for Trade Promotion and Cooperation;1891;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat of State for Energy and High Technology;1892;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat of State for Political Affairs;1893;Ministério das Relações Exteriores;;435
Ministry of External Relations;Ambassadorship for Climate Change;1894;Ministério das Relações Exteriores;;435
Ministry of External Relations;Mission of Brazil to Mexico;1975;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of Environment and Special Affairs, Division of Environmental Policy and Sustainable Development;2122;Ministério das Relações Exteriores;;435
Ministry of External Relations;Undersecretariat for Environment, Energy, Science and Technology;2133;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Pretoria;2134;Ministério das Relações Exteriores;;435
Ministry of External Relations;Trade Section, Embassy of Brazil;2163;Ministério das Relações Exteriores;;435
Ministry of External Relations;Department of Environment and Special Affairs, Division of Climate, Ozone and Chemical Safety;2164;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Doha;2167;Ministério das Relações Exteriores;;435
Ministry of External Relations;AFEPA;2168;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Warsaw;2230;Ministério das Relações Exteriores;;435
Ministry of External Relations;Brazilian Mission to the United Nations;2231;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Lima;2293;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Lima, Consular Section;2295;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Lima, Commercial Sector;2296;Ministério das Relações Exteriores;;435
Ministry of External Relations;Assessoria Especial de Assuntos Federativos e Parlamentares;2297;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Paris;2536;Ministério das Relações Exteriores;;435
Ministry of External Relations;Protocol Unit;2542;Ministério das Relações Exteriores;;435
Ministry of External Relations;Office of Media Relations;2543;Ministério das Relações Exteriores;;435
Ministry of External Relations;Protocol;2545;Ministério das Relações Exteriores;;435
Ministry of External Relations;Embassy of Brazil in Paris, Commercial Sector;2547;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Mission of Brazil to theUnited Nations, New York;2641;Ministério das Relações Exteriores;;435
Ministry of External Relations;Permanent Representation of Brazil to FAO, WFP and IFAD;2642;Ministério das Relações Exteriores;;435
Ministry of External Relations;Brazilian Embassy in Spain;2675;Ministério das Relações Exteriores;;435
Ministry of Finance;NA;366;Ministério da Fazenda;;427
Ministry of Finance;Environment and Climate Change Coordination;413;Ministério da Fazenda;;427
Ministry of Finance;Secretariat for International Affairs;442;Ministério da Fazenda;;427
Ministry of Finance;Social Communication Office of the Minister;470;Ministério da Fazenda;;427
Ministry of Finance;Press Relations Office;487;Ministério da Fazenda;;427
Ministry of Finance;Public Policies and Government Management;631;Ministério da Fazenda;;427
Ministry of Finance;International Affairs;649;Ministério da Fazenda;;427
Ministry of Finance;Minister's Protocol;716;Ministério da Fazenda;;427
Ministry of Finance;Press relations officer;768;Ministério da Fazenda;;427
Ministry of Finance;Public Policy;856;Ministério da Fazenda;;427
Ministry of Finance;Coordination for the Environment and Climate Change;888;Ministério da Fazenda;;427
Ministry of Finance;Secretariat for Economic Policy;889;Ministério da Fazenda;;427
Ministry of Finance;Minister Protocol;895;Ministério da Fazenda;;427
Ministry of Finance;Finances and Control;1660;Ministério da Fazenda;;427
Ministry of Finance;Public Policy and Government Management;2187;Ministério da Fazenda;;427
Ministry of Finance;Coordination for Development and Sustainability;2498;Ministério da Fazenda;;427
Ministry of Finance;Development and Sustainability;2568;Ministério da Fazenda;;427
Ministry of Fishing and Aquaculture;NA;359;Ministério da Pesca e Aquicultura;;430
Ministry of Fishing and Aquaculture;Secretariat for Monitoring and Fisheries Control and Aquiculture;416;Ministério da Pesca e Aquicultura;;430
Ministry of Fishing and Aquaculture;Secretariat for Infrastructure and the Promotion of Fisheries;733;Ministério da Pesca e Aquicultura;;430
Ministry of Fishing and Aquaculture;Secretariat for Planning and Fisheries Development;784;Ministério da Pesca e Aquicultura;;430
Ministry of Fishing and Aquaculture;Communication;844;Ministério da Pesca e Aquicultura;;430
Ministry of Fishing and Aquaculture;International Affairs;954;Ministério da Pesca e Aquicultura;;430
Ministry of Fishing and Aquaculture;Secretariat for Planning and Aquiculture Development;1025;Ministério da Pesca e Aquicultura;;430
Ministry of Fishing and Aquaculture;Secretariat for the National Council for Aquaculture and Fisheries;1185;Ministério da Pesca e Aquicultura;;430
Ministry of Foreign Affairs;Division of Environment;154;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Department of Environment and Special Affairs;155;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of Environmental Policy and Sustainable Development;158;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Permanent Mission of Brazil to the United Nations Office in Geneva;159;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Permanent Mission of Brazil to the United Nations Environment Programme;161;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division for Climate, Ozone and Chemical Safety;170;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;"Rio+20 Brazilian Organizing Committee; Coordination of Information Technology and Communication";173;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Stockholm;174;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Permanent Mission of Brazil to the United Nations in New York;175;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Bonn;195;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of the Environment;196;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Permanent Mission of Brazil to the United Nations Office and other International Organizations in Geneva;205;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of Climate Change, Ozone and Chemical Safety;211;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division for Sustainable Development Policies;221;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of Environment II;227;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division for Environmental Policy and Sustainable Development;229;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Permanent Representation of Brazil to FAO;233;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Consulate General of Brazil in Montreal;236;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division for the Environment;237;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;NA;242;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embajada de Brasil em Argentina;243;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Environment Division;261;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of the Sea, Antarctic and Space Affairs;262;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Mission of the Federative Republic of Brazil to FAO;287;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil, Rome;301;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Department of Special Themes;1263;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil, Dakar;1264;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil, New Delhi;1309;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of Climate, Ozone, and Chemical Safety;1322;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Permanent Mission of Brazil to the United Nations at Geneva;1325;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Brazilian Permanent Mission to the United Nations Office at Geneva;1336;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Environmental Sector, Embassy of Brazil in Tokyo;1349;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Cairo;1397;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Department of Special Affairs, Division of Environment;1407;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Permanent Representation of Brazil to UNESCO;1412;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division for International Cooperation;1413;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Department of the Environment;1415;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil to Germany;1420;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Washington;2462;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Under-Secretary General for Environment, Energy, Science and Technology;2463;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of Climate, Ozone and Chemical Safety;2464;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Paris;2465;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Department of Environment and Special Issues;2491;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;General Coordination for Sustainable Development;2492;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Office of Parliamentary and Federative Affairs;2493;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of Climate, Ozone and Chemical Security;2494;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in London;2495;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Head Office;2496;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Protocol Unit;2497;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Undersecretariat General for Environment, Energy, Science and Technology;2556;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of Climate Change;2558;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Rabat;2561;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Division of New and Renewable Energy Resources;2562;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Consulate of Brazil in Casablanca;2587;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Rabat, Trade Assistant;2588;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Rabat, Press Relations;2589;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Department of Environmental Sustainability;2596;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Embassy of Brazil in Berlin;2598;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Congressional and Federative Affairs Office;2599;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Climate Change Division;2639;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Office of the Special Advisor on Federal and Congressional Affairs;2640;Ministério das Relações Exteriores;;435
Ministry of Foreign Affairs;Sovereignty and Citizenship;2664;Ministério das Relações Exteriores;;435
