org_limpo;id_org_unica;tipo_org;tipo_org_reduzido
MPA - Movimento dos Pequenos Agricultores;457;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
MST - Movimento dos Trabalhadores Rurais Sem Terra;458;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Município de Aracaju;459;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Belém;460;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Belo Horizonte;461;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Boa Vista;462;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Brasileia;463;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Campinas;464;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Cotriguaçu;465;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Curitiba;466;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Cururupu;467;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Fortaleza;468;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Goiânia;469;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Itu;470;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de João Pessoa;471;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Jundiaí;472;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Londrina;473;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Macapá;474;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Maceió;475;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Manaus;476;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Marechal Thaumaturgo;477;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Natal;478;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Nova Iguacu;479;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Palmas;480;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Paragominas;481;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Porto Alegre;482;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Porto Velho;483;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Rio de Janeiro;484;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Salvador;485;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Santa Terezinha de Goiás;486;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Sâo Bento do Uno;487;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de São Luís;488;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de São Paulo;489;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Vitória;490;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Vitória do Jari;491;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município do Recife;492;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município do Rio de Janeiro;493;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Museu de Astronomia e Ciências Afins;494;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Museu Paraense Emílio Goeldi;495;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Natura;496;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
NCST - Nova Central Sindical dos Trabalhadores;497;Sindicato e Confederação e Federação Sindical;Sociedade civil, sindicatos, movimentos sociais
Nosso Futuro Comum;498;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Novociclo Ambiental S.A.;499;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Núcleo de Assuntos Estratégicos da Presidência;500;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
O Boticário;501;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
OAB - Ordem dos Advogados do Brasil;502;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Oak Foundation;503;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Observatório do Clima;504;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Observatório Nacional do Rio de Janeiro;505;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Odebrecht;506;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Oi;507;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Organização não identificada;508;Sem informação na lista;Não identificado
Oxfam;509;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
PACS - Instituto Políticas Alternativas para o Cone Sul;510;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Partido Verde;511;Partidos políticos e fundações partidárias;Outro
Partner Desenvolvimento;512;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
PBMC - Painel Brasileiro de Mudanças Climáticas;513;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Peace Child International;514;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Penha Papéis e Embalagens;515;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Perdigão;516;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Petrobrás;517;Empresas públicas, estatais, bancos federais e sociedades de economia mista (inclusive BNDES e BB);Governo federal não-MRE
Pinheiro Pedro Advogados;518;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
PLKC Advogados;519;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
PMDB;520;Partidos políticos e fundações partidárias;Outro
Polícia Federal;521;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
PPA-Política e Planejamento Ambiental Ltda;522;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Presidência da República;523;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
PREVIC - Superintendência Nacional de Previdência Complementar;524;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
PricewaterhouseCoopers;525;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Pró-Diversitas Brasil;526;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Programa Cidades Sustentáveis;527;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Programa de Formação Complementar Delbrasgen;528;Ministério das Relações Exteriores;Governo federal MRE
Programa Internacional Ética e Responsabilidades;529;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Projeto Bioclimático;530;Jornalistas, assessores de imprensa, jornais ou revistas;Outro
Projeto PAIS - Produção Agroecológica Integrada Sustentável;531;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Projeto Verde Luz;532;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
PUC - Rio de Janeiro;533;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
PUC - Rio Grande do Sul;534;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
PUC - São Paulo;535;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
REBRIP - Rede Brasileira Pela Integração dos Povos;536;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Rede Brasil sobre Instituições Financeiras Multilaterais;537;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Rede da Juventude pelo Meio Ambiente e Sustentabilidade;538;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Rede Nacional de Ensino e Pesquisa;539;Laboratórios, centros e institutos de pesquisa vinculados ao MCT;Órgãos de ensino e pesquisa
Rede Nacional de Mobilização Social;540;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Rede Nossa São Paulo;541;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Representação brasileira para a International Maritime Organization;542;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Revista Pesquisa FAPESP;543;Jornalistas, assessores de imprensa, jornais ou revistas;Outro
RMA - Rede de ONGs da Mata Atlântica;544;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Sadia;545;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Samarco Mineração S.A;546;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
SANESP - Companhia Metropolitana de Saneamento de São Paulo;547;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
SBPC - Sociedade Brasileira para o Progresso da Ciência;548;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Schneider Electric Brasil Ltda;549;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Sebrae;550;Sistema S;Órgãos de ensino e pesquisa
Secretaria de Assuntos Estratégicos;551;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria de Aviação Civil;552;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria de Ciência e Tecnologia da Presidência;553;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria de Comunicação Social da Presidência;554;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria de Meio Ambiente da Presidência;555;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria de Planejamento da Presidência da República;556;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria de Políticas de Promoção da Igualdade Racial;557;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria de Relações Institucionais;558;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria do Meio Ambiente da Presidência da República;559;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria Especial de Aquicultura e Pesca;560;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria Especial de Direitos Humanos;561;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria Especial de Políticas para as Mulheres;562;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria Geral da Presidência da República;563;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Secretaria Nacional de Portos;564;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Sem informação;565;Sem informação na lista;Não identificado
Sem organização;566;Outro;Outro
Senac;567;Sistema S;Órgãos de ensino e pesquisa
Senado Federal;568;Legislativo federal;Legislativo federal
SENAR - Serviço Nacional de Aprendizagem Rural;569;Sistema S;Órgãos de ensino e pesquisa
Sereco S.A.;570;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
SESCOOP - Serviço Nacional de Aprendizagem do Cooperativismo;571;Sistema S;Órgãos de ensino e pesquisa
SFB - Serviço Florestal Brasileiro;572;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Shell Brasil S/A;573;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
SINDIMAD - Sindicato das Indústrias de Serrarias, Carpintarias, Tanoarias, Madeiras, Compensados e Laminados, Aglomerados e Chapas de Fibras de Madeira de Belém, Ananindeua e Marituba;574;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Siqueira Castro Advogados;575;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Sociedade Brasileira de Direito Internacional do Meio Ambiente;576;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Sociedade Brasileira de Economia Ecológica;577;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Sociedade civil;578;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
SOS Mata Atlântica;579;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
SouthSouthNorth;580;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
SPVS - Sociedade de Pesquisa em Vida Selvagem e Educação Ambiental;581;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
SRB - Sociedade Rural Brasileira;582;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Steering Committee for the 4th IMO GHG Study;583;Organismos internacionais;Outro
STF - Supremo Tribunal Federal;584;Judiciário, AGU, MP e respectivas associações de classe;Outro
STJ - Superior Tribunal de Justiça;585;Judiciário, AGU, MP e respectivas associações de classe;Outro
SUDAM - Superintendência do Desenvolvimento da Amazônia;586;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
SUDECO - Superintendência de Desenvolvimento do Centro-Oeste;587;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
SUDENE - Superintendência de Desenvolvimento do Nordeste;588;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
SUFRAMA - Superintendência da Zona Franca de Manaus;589;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Suzano Papel e Celulose;590;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Syngenta Seeds;591;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Tam;592;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
TCBR;593;Ainda não identificado;Não identificado
TCU - Tribunal de Contas da União;594;Legislativo federal;Legislativo federal
Telebrás;595;Empresas públicas, estatais, bancos federais e sociedades de economia mista (inclusive BNDES e BB);Governo federal não-MRE
Terra de Direitos;596;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
The Nature Conservancy Brasil;598;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Tozzini, Freire, Teixeira e Silva Advogados;599;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
Trensurb - Empresa de Trens Urbanos de Porto Alegre;600;Empresas públicas, estatais, bancos federais e sociedades de economia mista (inclusive BNDES e BB);Governo federal não-MRE
TRF - Tribunal Regional Federal;601;Judiciário, AGU, MP e respectivas associações de classe;Outro
Tribunal Permanente de Arbitragem;602;Organismos internacionais;Outro
UBES - União Brasileira dos Estudantes Secundaristas;603;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
UGT - União Geral dos Trabalhadores;604;Sindicato e Confederação e Federação Sindical;Sociedade civil, sindicatos, movimentos sociais
UNALE - União Nacional dos Legisladores e Legislativos Estaduais;605;Associações de órgãos ou entes públicos;Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
UNDIME - União Nacional dos Dirigentes Municipais de Educação;606;Associações de órgãos ou entes públicos;Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
UNFCCC Consultative Group of Experts;607;Organismos internacionais;Outro
União Nacional dos Estudantes;608;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
União Planetária;609;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
UNICA - União da Indústria de Cana-de-Açúcar;610;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
UNICAFES - União Nacional das Cooperativas da Agricultura Familiar e Economia Solidária;611;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
UNISOL - Central de Cooperativas e Empreendimentos Solidários;612;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
United Nations Sustainable Development Solutions Network;613;Organismos internacionais;Outro
Universidade Católica de Brasília;614;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade da Mata Atlântica;615;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade de Brasília;616;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade de São Paulo;617;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade de Sussex;618;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade de Yale;619;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade do Estado do Amazonas;620;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual de Campinas;621;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual de Feira de Santana;622;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual de Londrina;623;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual de Mato Grosso do Sul;624;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual do Rio de Janeiro;625;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Estadual Paulista;626;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal da Bahia;627;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal da Paraíba;628;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Goiás;629;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Itajubá;630;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Mato Grosso;631;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Minas Gerais;632;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Pernambuco;633;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Roraima;634;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de Santa Catarina;635;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal de São Carlos;636;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do ABC;637;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Acre;638;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Amapá;639;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Ceará;640;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Espírito Santo;641;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Maranhão;642;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Oeste do Pará;643;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Pará;644;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Paraná;645;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Rio de Janeiro;646;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Rio Grande;647;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal do Rio Grande do Sul;648;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal Fluminense;649;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal Rural da Amazônia;650;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Federal Rural do Rio de Janeiro;651;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Salgado de Oliveira;652;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
Universidade Salvador;653;Universidades, institutos de educação, escolas e sociedades científicas;Órgãos de ensino e pesquisa
UNMP - União Nacional por Moradia Popular;654;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
VALEC Engenharia, Construções e Ferrovias;655;Empresas públicas, estatais, bancos federais e sociedades de economia mista (inclusive BNDES e BB);Governo federal não-MRE
Vallourec & Mannesmann;656;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Via Campesina;657;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Vice-Presidência da República;658;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Viração Educomunicação;659;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Visão Mundial Brasil;660;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Vitae Civilis;661;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Viva Rio;662;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Volkswagen;663;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Votorantim;664;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
WBCSD - World Business Council for Sustainable Development;665;Câmaras de Comércio e associações empresariais voltadas para temas específicos (não setoriais ou sindicais);Setor empresarial
Whirlpool SA;666;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
WIDF - Women's International Democratic Federation;667;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Winrock International;668;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Worldwatch Institute;669;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
WRI - World Resources Institute;670;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
WWF;671;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Youth Blast - Conferência Internacional de Jovens para a Rio+20;672;Outro;Outro
AJUFE - Associação dos Juízes Federais do Brasil;673;Judiciário, AGU, MP e respectivas associações de classe;Outro
Brasil Connects;674;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Município de Alto Paraíso;675;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Município de Campos dos Goytacazes;676;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
CIRM - Comissão Interministerial para os Recursos do Mar;677;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Comitê Brasileiro do Programa das Nações Unidas para Meio Ambiente;678;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
CNC - Confederação Nacional de Comércio;679;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
CGR - Consultoria-Geral da República;680;Judiciário, AGU, MP e respectivas associações de classe;Outro
CREA-PI;681;Profissionais liberais, escritórios e respectivos conselhos profissionais;Outro
DNEMET - Departamento Nacional de Meteorologia;682;Administração federal direta (sem MRE) e autarquias;Governo federal não-MRE
Ecco International;683;ONGs, Movimentos Sociais e outras associações da sociedade civil;Sociedade civil, sindicatos, movimentos sociais
Estado de Sergipe;684;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Estado de Mato Grosso do Sul;685;Governos estaduais e municipais (inclusive legislativo, bancos e empresas públicas estaduais);Governos subnacionais (Executivo, Legislativo, Empresas Públicas ou Autarquias)
Exército do Brasil;686;Forças Armadas;Governo federal não-MRE
FIESC - Federação das Indústrias do Estado de Santa Catarina;687;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
FINDES - Federação das Indústrias do Estado do Espírito Santo;688;Empresas, associações setoriais, federações ou confederações patronais;Setor empresarial
Força Aérea Brasileira;689;Forças Armadas;Governo federal não-MRE
