"";"section_h1";"section_h2";"report_id";"sentence";"sent_order";"interaction";"sender";"target";"title";"event";"event_name";"conf_startdate";"conf_enddate";"negotiation_date";"row_id"
"3167";"LCA CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";260;"BRAZIL, supported by CHINA, PAPUA NEW GUINEA and PARAGUAY, highlighted the three-phased approach, and suggested that the text avoid using terminology that links REDD to the flexibility mechanisms.";4451;"agreement";"CHINA";"PARAGUAY";"Report of main proceedings for 6 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-06;3167
"3168";"LCA CONTACT GROUPS AND INFORMAL CONSULTATIONS 
";"First subsection";260;"BRAZIL, supported by CHINA, PAPUA NEW GUINEA and PARAGUAY, highlighted the three-phased approach, and suggested that the text avoid using terminology that links REDD to the flexibility mechanisms.";4451;"agreement";"PAPUA NEW GUINEA";"PARAGUAY";"Report of main proceedings for 6 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-06;3168
"3169";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"opposition";"MALAWI";"ARGENTINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3169
"3170";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"opposition";"VENEZUELA";"ARGENTINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3170
"3171";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"support";"THAILAND";"ARGENTINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3171
"3172";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"support";"COLOMBIA";"ARGENTINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3172
"3173";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"support";"JAPAN";"AUSTRALIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3173
"3174";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"support";"CANADA";"AUSTRALIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3174
"3175";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"support";"US";"AUSTRALIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3175
"3176";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"support";"EU";"AUSTRALIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3176
"3177";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"UGANDA, supported by AUSTRALIA, preferred discussing activities to be financed before the necessary institutional arrangements.";4404;"support";"AUSTRALIA";"UGANDA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3177
"3178";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"support";"AUSTRALIA";"CANADA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3178
"3179";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"support";"G-77/CHINA";"CANADA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3179
"3180";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"support";"BRAZIL";"CANADA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3180
"3181";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"support";"EU";"CANADA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3181
"3182";"KP CONTACT GROUPS 
";"ANNEX I EMISSION REDUCTIONS:";259;"Supported by AUSTRALIA and NEW ZEALAND, JAPAN explained that the different years should not be viewed as base years, but as reference years, and that their inclusion was useful for the sake of comparability and clarity.";4424;"support";"AUSTRALIA";"JAPAN";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3182
"3183";"KP CONTACT GROUPS 
";"ANNEX I EMISSION REDUCTIONS:";259;"Supported by AUSTRALIA and NEW ZEALAND, JAPAN explained that the different years should not be viewed as base years, but as reference years, and that their inclusion was useful for the sake of comparability and clarity.";4424;"support";"NEW ZEALAND";"JAPAN";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3183
"3184";"KP CONTACT GROUPS 
";"POTENTIAL CONSEQUENCES:";259;"CHINA, supported by SAUDI ARABIA and ARGENTINA, introduced text stating, inter alia, that “Annex I parties shall not resort to unilateral measures against imports from developing countries.”";4430;"support";"SAUDI ARABIA";"CHINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3184
"3185";"KP CONTACT GROUPS 
";"POTENTIAL CONSEQUENCES:";259;"CHINA, supported by SAUDI ARABIA and ARGENTINA, introduced text stating, inter alia, that “Annex I parties shall not resort to unilateral measures against imports from developing countries.”";4430;"support";"ARGENTINA";"CHINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3185
"3186";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"opposition";"MALAWI";"THAILAND";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3186
"3187";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"opposition";"VENEZUELA";"THAILAND";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3187
"3188";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"opposition";"MALAWI";"COLOMBIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3188
"3189";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"opposition";"VENEZUELA";"COLOMBIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3189
"3190";"LCA CONTACT GROUPS 
";"First subsection";259;"On bunker fuels, VENEZUELA, opposed by NORWAY and CANADA, proposed introducing their language on bunker fuels as an alternative to the clusters in the text.";4326;"opposition";"NORWAY";"VENEZUELA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3190
"3191";"LCA CONTACT GROUPS 
";"First subsection";259;"On bunker fuels, VENEZUELA, opposed by NORWAY and CANADA, proposed introducing their language on bunker fuels as an alternative to the clusters in the text.";4326;"opposition";"CANADA";"VENEZUELA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3191
"3192";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"VENEZUELA";"MALAWI";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3192
"3193";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"THAILAND";"MALAWI";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3193
"3194";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"COLOMBIA";"MALAWI";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3194
"3195";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"MALAWI";"VENEZUELA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3195
"3196";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"THAILAND";"VENEZUELA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3196
"3197";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"COLOMBIA";"VENEZUELA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3197
"3198";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"MALAWI";"THAILAND";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3198
"3199";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"VENEZUELA";"THAILAND";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3199
"3200";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"COLOMBIA";"THAILAND";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3200
"3201";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"MALAWI";"COLOMBIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3201
"3202";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"VENEZUELA";"COLOMBIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3202
"3203";"LCA CONTACT GROUPS 
";"First subsection";259;"ARGENTINA, supported by THAILAND and COLOMBIA, and opposed by MALAWI and VENEZUELA, proposed an additional meeting for each drafting group.";4324;"agreement";"THAILAND";"COLOMBIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3203
"3204";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"CANADA";"JAPAN";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3204
"3205";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"US";"JAPAN";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3205
"3206";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"EU";"JAPAN";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3206
"3207";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"JAPAN";"CANADA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3207
"3208";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"US";"CANADA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3208
"3209";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"EU";"CANADA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3209
"3210";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"JAPAN";"US";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3210
"3211";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"CANADA";"US";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3211
"3212";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"EU";"US";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3212
"3213";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"JAPAN";"EU";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3213
"3214";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"CANADA";"EU";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3214
"3215";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";259;"AUSTRALIA, supported by JAPAN, CANADA, the US and the EU, underscored the importance of institutional arrangements and MRV.";4378;"agreement";"US";"EU";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3215
"3216";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"G-77/CHINA";"AUSTRALIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3216
"3217";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"BRAZIL";"AUSTRALIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3217
"3218";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"EU";"AUSTRALIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3218
"3219";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"AUSTRALIA";"G-77/CHINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3219
"3220";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"BRAZIL";"G-77/CHINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3220
"3221";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"EU";"G-77/CHINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3221
"3222";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"AUSTRALIA";"BRAZIL";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3222
"3223";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"G-77/CHINA";"BRAZIL";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3223
"3224";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"EU";"BRAZIL";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3224
"3225";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"AUSTRALIA";"EU";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3225
"3226";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"G-77/CHINA";"EU";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3226
"3227";"LCA CONTACT GROUPS 
";"TECHNOLOGY:";259;"CANADA, supported by AUSTRALIA, the Philippines, for the G-77/CHINA, BRAZIL, the EU and others, suggested moving into informal consultations.";4405;"agreement";"BRAZIL";"EU";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3227
"3228";"KP CONTACT GROUPS 
";"ANNEX I EMISSION REDUCTIONS:";259;"Supported by AUSTRALIA and NEW ZEALAND, JAPAN explained that the different years should not be viewed as base years, but as reference years, and that their inclusion was useful for the sake of comparability and clarity.";4424;"agreement";"NEW ZEALAND";"AUSTRALIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3228
"3229";"KP CONTACT GROUPS 
";"ANNEX I EMISSION REDUCTIONS:";259;"Supported by AUSTRALIA and NEW ZEALAND, JAPAN explained that the different years should not be viewed as base years, but as reference years, and that their inclusion was useful for the sake of comparability and clarity.";4424;"agreement";"AUSTRALIA";"NEW ZEALAND";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3229
"3230";"KP CONTACT GROUPS 
";"POTENTIAL CONSEQUENCES:";259;"CHINA, supported by SAUDI ARABIA and ARGENTINA, introduced text stating, inter alia, that “Annex I parties shall not resort to unilateral measures against imports from developing countries.”";4430;"agreement";"ARGENTINA";"SAUDI ARABIA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3230
"3231";"KP CONTACT GROUPS 
";"POTENTIAL CONSEQUENCES:";259;"CHINA, supported by SAUDI ARABIA and ARGENTINA, introduced text stating, inter alia, that “Annex I parties shall not resort to unilateral measures against imports from developing countries.”";4430;"agreement";"SAUDI ARABIA";"ARGENTINA";"Report of main proceedings for 7 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-07;3231
"3232";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";258;"SOUTH AFRICA, supported by GHANA, agreed to the proposal, but requested that other text in the section not be deleted.";4236;"support";"GHANA";"SOUTH AFRICA";"Report of main proceedings for 8 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-08;3232
"3233";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";258;"On monitoring and review of capacity-building support, SOUTH AFRICA, supported by SAINT LUCIA, requested that the section title be changed from “monitoring and review” of capacity-building support and action, to either “assessing delivery of” or “assessing and evaluating” capacity building.";4238;"support";"SAINT LUCIA";"SOUTH AFRICA";"Report of main proceedings for 8 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-08;3233
"3234";"LCA CONTACT GROUPS 
";"CAPACITY BUILDING:";258;"Following concerns raised by TUVALU, supported by ECUADOR, SWITZERLAND and others, he clarified that the non-paper is not a negotiating text.";4255;"support";"ECUADOR";"TUVALU";"Report of main proceedings for 8 October 2009";"Bangkok Climate Change Talks - September/October 2009";"Bangkok Climate Change Talks - September/October 2009";2009-09-28;2009-10-09;2009-10-08;3234
