"";"report_id";"AILAC";"ALBA";"AOSIS";"Afghanistan";"African Group";"Albania";"Algeria";"Angola";"Antigua and Barbuda";"Arab Group";"Argentina";"Armenia";"Australia";"Austria";"Azerbaijan";"BASIC";"Bahamas";"Bahrain";"Bangladesh";"Barbados";"Belarus";"Belgium";"Belize";"Benin";"Bhutan";"Bolivia";"Bosnia and Herzegovina";"Botswana";"Brazil";"Brunei";"Bulgaria";"Burkina Faso";"Burundi";"CACAM";"COMIFAC";"Cambodia";"Cameroon";"Canada";"Cape Verde";"Cartagena Dialogue";"Central African Republic";"Central America";"Central Group";"Central Group Eleven";"Chad";"Chile";"China";"Coalition of Rainforest Nations";"Colombia";"Congo Basin Countries";"Congo, Democratic Rep.";"Congo, Republic";"Cook Islands";"Costa Rica";"Cote d'Ivoire";"Croatia";"Cuba";"Cyprus";"Czech Republic";"Denmark";"Djibouti";"Dominica";"Dominican Republic";"EU";"Ecuador";"Egypt";"El Salvador";"Environmental Integrity Group";"Equatorial Guinea";"Eritrea";"Estonia";"Ethiopia";"Fiji";"Finland";"France";"G77";"Gabon";"Gambia";"Georgia";"Germany";"Ghana";"Greece";"Grenada";"Group of 9";"Guatemala";"Guinea";"Guinea-Bissau";"Guyana";"Haiti";"Honduras";"Hungary";"Iceland";"India";"Indonesia";"Iran";"Iraq";"Ireland";"Israel";"Italy";"JUSCANZ";"Jamaica";"Japan";"Jordan";"Kazakhstan";"Kenya";"Kiribati";"Korea, Republic";"Kuwait";"Kyrgyz Republic";"LDCs";"Like Minded Developing Countries";"Lao PDR";"Latvia";"Lebanon";"Lesotho";"Liberia";"Libya";"Liechtenstein";"Lithuania";"Luxembourg";"Macedonia";"Madagascar";"Malawi";"Malaysia";"Maldives";"Mali";"Malta";"Marshall Islands";"Mauritania";"Mauritius";"Mexico";"Micronesia";"Moldova";"Monaco";"Mongolia";"Morocco";"Mountain Landlocked Developing Countries";"Mozambique";"Myanmar";"Namibia";"Nauru";"Nepal";"Netherlands";"New Zealand";"Nicaragua";"Niger";"Nigeria";"Niue";"Korea, Democratic Rep.";"Norway";"OECD";"OPEC";"Oman";"Pakistan";"Palau";"Palestine";"Panama";"Papua New Guinea";"Paraguay";"Peru";"Philippines";"Poland";"Portugal";"Qatar";"Romania";"Russian Federation";"Rwanda";"SICA";"Samoa";"Saudi Arabia";"Senegal";"Serbia and Montenegro";"Seychelles";"Sierra Leone";"Singapore";"Slovak Republic";"Slovenia";"Solomon Islands";"South Africa";"South Sudan";"Spain";"Sri Lanka";"St. Lucia";"St. Vincent and the Grenadines";"Sudan";"Suriname";"Swaziland";"Sweden";"Switzerland";"Syrian Arab Republic";"Tajikistan";"Tanzania";"Thailand";"Timor-Leste";"Togo";"Tonga";"Trinidad and Tobago";"Tunisia";"Turkey";"Turkmenistan";"Tuvalu";"Uganda";"Ukraine";"Umbrella Group";"United Arab Emirates";"United Kingdom";"United States";"Uruguay";"Uzbekistan";"Vanuatu";"Venezuela";"Vietnam";"Visegrad Group";"Yemen";"Yugoslavia";"Zambia";"Zimbabwe";"Southern Africa Development Community";"Caribbean Community";"EITs";"Somalia";"Comoros";"Serbia";"Montenegro";"African Union"
"256";266;0;0;8;0;1;0;1;0;0;0;2;0;7;1;0;0;0;0;1;1;1;0;0;0;0;2;0;0;7;0;0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;0;6;0;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;25;0;1;0;0;0;0;0;1;0;0;0;11;2;0;0;0;1;0;0;0;0;0;0;3;0;0;0;1;8;1;0;0;0;0;0;0;0;7;0;0;0;0;0;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;1;5;0;1;1;0;0;8;0;0;1;0;0;0;0;2;0;0;6;0;0;0;0;0;0;0;0;8;1;0;0;0;1;0;0;0;2;0;0;0;1;2;1;0;0;1;3;0;0;6;1;0;0;0;0;0;0;0;6;0;0;0;0;1;2;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"257";267;0;0;6;0;4;0;3;0;1;0;1;0;5;1;0;0;0;0;2;3;0;0;1;0;0;1;0;0;6;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;3;0;3;0;2;0;0;0;1;1;0;0;0;0;0;2;0;0;0;12;0;0;0;2;0;0;0;0;0;0;0;6;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;6;0;0;0;0;0;0;0;0;14;0;1;0;0;0;0;0;8;0;0;0;0;2;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;3;0;0;0;3;0;0;0;0;0;1;3;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;3;4;0;0;2;3;0;0;0;1;0;2;0;4;2;0;2;1;1;2;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
"258";268;0;0;6;0;0;0;1;0;1;0;1;0;11;1;0;0;0;0;1;0;0;0;0;0;0;5;0;0;5;0;0;0;0;0;0;1;0;9;0;0;0;0;0;0;1;0;13;0;7;0;0;0;1;0;0;1;0;0;0;1;0;0;0;18;0;7;0;0;0;0;0;1;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;1;0;0;0;0;0;0;13;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;5;0;0;1;2;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;10;0;0;0;0;5;0;0;0;8;0;0;0;0;0;0;0;0;1;0;0;0;3;0;0;0;0;0;0;0;0;1;2;1;0;0;1;2;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"259";269;0;0;10;0;7;0;0;0;1;0;4;0;7;1;0;0;0;0;1;1;1;0;0;0;1;2;0;0;12;0;0;2;0;0;0;0;0;7;0;0;0;0;0;0;0;0;3;0;6;0;0;0;1;0;0;0;1;0;0;0;0;0;0;18;0;2;0;1;0;0;0;1;0;0;0;10;1;2;0;0;3;0;0;0;0;0;0;0;0;0;0;1;6;1;1;0;0;0;0;0;0;16;0;0;0;0;3;2;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;1;1;7;0;2;2;0;0;2;0;0;0;0;0;0;0;2;3;2;2;0;0;0;0;1;0;0;0;8;2;0;0;0;0;0;0;0;6;0;0;1;0;0;3;0;0;1;3;0;0;2;0;0;0;0;0;0;1;0;5;0;1;2;0;1;2;1;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"260";270;0;0;4;0;4;0;1;0;0;0;2;0;9;1;0;1;0;0;3;2;0;0;0;0;0;3;0;0;11;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;1;1;8;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;11;1;0;0;0;1;0;0;0;0;0;0;2;0;0;0;1;5;3;0;0;0;0;0;0;0;15;0;0;0;0;3;3;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;5;0;0;0;1;0;0;0;3;0;0;5;0;0;0;0;1;0;0;0;8;0;0;0;0;1;0;0;0;3;0;0;0;0;0;1;0;0;1;3;0;0;3;0;0;0;0;0;0;0;0;4;2;1;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
"261";271;0;0;1;0;3;0;1;0;1;0;2;0;6;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;1;0;0;0;2;0;0;0;5;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;8;0;0;0;0;2;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;2;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;2;0;0;1;0;0;0;0;1;0;0;0;3;1;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"262";272;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"263";273;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;4;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"264";274;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"265";275;0;0;5;0;5;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;4;0;0;0;0;6;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;9;0;5;0;0;0;0;2;0;0;0;0;0;1;0;0;0;9;0;0;1;1;0;0;0;0;0;0;0;7;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;7;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;4;0;0;0;4;0;0;1;3;5;0;4;0;0;0;0;2;0;0;0;2;0;0;0;0;1;0;0;0;4;0;0;0;0;0;0;0;0;0;5;0;0;1;1;0;1;0;0;0;0;0;5;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"266";276;0;0;3;0;8;0;0;0;0;0;0;0;7;0;0;1;0;0;1;1;0;0;1;1;0;4;0;0;3;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;3;0;0;1;0;0;0;0;0;0;11;3;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;5;2;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;4;1;0;0;0;0;6;1;0;0;4;0;0;1;0;0;2;2;0;0;0;0;1;0;0;0;4;2;0;0;0;3;0;0;0;3;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;0;0;3;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"267";277;0;0;6;0;1;0;0;0;0;0;1;0;4;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;1;1;0;0;0;0;0;0;6;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;3;0;1;1;0;0;2;0;0;0;2;0;0;0;0;0;0;2;0;0;0;0;2;0;0;0;1;0;0;0;1;1;0;0;0;3;0;0;0;0;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;2;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"268";278;0;0;4;0;0;0;2;0;0;0;0;0;6;0;0;0;0;0;3;0;2;0;0;0;0;3;0;0;6;0;0;0;0;0;0;2;0;5;0;0;0;0;0;0;0;1;9;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;12;0;1;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;1;0;0;0;0;0;0;0;5;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;5;0;0;0;2;0;0;1;0;0;3;5;0;0;0;0;2;0;0;0;5;1;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;3;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"269";279;0;0;1;0;1;0;4;0;0;0;2;0;7;1;0;0;0;0;0;0;1;0;0;0;0;2;0;0;4;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;4;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;10;1;0;0;1;0;0;0;0;0;1;1;6;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;5;0;1;1;0;0;3;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;2;0;0;0;4;0;0;0;0;2;0;0;0;3;0;0;0;0;0;1;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"270";280;0;0;3;0;1;0;0;0;0;0;2;0;12;1;0;0;0;0;0;1;1;0;1;1;0;1;0;0;2;0;0;0;0;0;0;0;1;6;1;0;0;0;0;0;0;0;7;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;8;0;0;0;0;0;0;0;0;0;1;1;6;0;0;0;3;1;0;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;1;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;2;0;0;4;0;0;0;0;0;0;1;0;0;2;4;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;3;0;1;0;0;0;1;0;0;0;3;0;0;2;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0
"271";281;0;0;4;0;2;0;3;0;1;0;4;0;10;4;0;0;0;0;2;0;2;0;1;1;0;2;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;2;0;2;1;1;0;0;0;0;1;0;0;3;0;0;0;0;10;0;1;0;2;0;0;0;0;0;0;1;4;0;0;0;1;0;0;5;0;0;0;0;1;0;0;0;1;2;3;0;0;0;0;1;0;1;4;0;0;0;0;1;1;0;4;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;2;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;2;0;0;0;2;1;0;0;1;1;1;2;0;0;0;0;2;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;0;0;6;0;0;1;0;0;1;0;1;0;1;0;1;2;0;5;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"272";282;0;0;3;0;1;0;0;0;0;0;0;0;4;1;0;0;0;0;2;2;0;0;0;0;1;2;0;2;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;1;2;0;0;0;0;0;0;0;0;6;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;2;0;0;0;2;0;0;1;3;0;0;3;0;0;0;0;1;0;1;0;9;0;0;0;0;1;0;0;0;4;0;1;0;0;1;0;1;0;1;4;0;0;0;1;0;0;0;0;0;1;0;3;0;0;0;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0
"273";283;0;0;2;0;0;0;1;0;0;0;0;0;9;1;0;0;2;0;3;2;0;0;0;0;0;2;0;0;3;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;5;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;5;1;0;0;0;0;0;0;0;5;0;0;0;0;3;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;4;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;2;0;0;0;2;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;1;0;0;1;2;0;0;0;0;0;0;0;2;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"274";284;0;0;2;0;3;0;0;0;0;0;0;0;3;1;0;0;0;0;2;1;0;0;0;0;1;0;0;0;2;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;2;0;0;0;0;0;0;0;0;0;5;0;3;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;0;5;0;0;0;0;1;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;3;2;1;0;0;0;0;0;0;0;2;0;1;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;2;0;2;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"275";285;0;0;7;0;2;0;1;0;0;0;1;0;3;1;0;0;0;0;2;0;1;0;0;0;0;4;0;1;1;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;2;3;2;0;0;0;0;0;0;0;12;0;0;0;0;1;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;5;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;0;0;1;3;0;0;0;0;1;0;0;0;3;0;1;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"276";286;0;0;3;0;2;0;1;0;0;0;1;0;8;1;0;0;2;0;3;0;0;0;0;1;0;1;0;0;7;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;4;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;9;1;0;1;1;0;0;0;0;0;0;0;7;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;2;2;1;0;0;0;0;0;0;1;10;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;1;0;0;0;0;1;7;0;0;0;0;0;3;0;0;0;2;0;0;1;0;0;1;1;0;0;0;0;3;0;1;0;4;2;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0;1;0;5;2;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"277";287;0;0;2;0;0;0;1;0;0;0;1;0;7;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;4;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;2;0;0;0;1;0;0;0;2;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;5;1;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"278";288;0;0;5;0;3;0;0;0;0;0;2;0;6;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;2;2;0;2;0;0;0;0;2;0;0;0;0;0;0;0;1;1;9;0;0;0;0;0;0;0;0;0;0;0;6;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;1;0;0;0;0;0;0;0;10;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;3;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;0;0;3;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;1;4;0;0;0;0;0;1;0;1;0;1;0;5;1;0;0;0;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"279";289;0;0;5;0;3;0;1;0;0;0;2;0;8;1;0;0;1;0;2;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;3;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;7;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;3;0;0;0;2;0;0;0;0;0;0;2;0;0;1;0;3;0;0;0;3;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;2;2;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"280";290;0;0;3;0;2;0;1;0;0;0;1;0;3;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;4;0;0;0;2;0;0;0;0;0;0;0;4;0;1;0;3;1;0;2;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;5;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;1;0;0;0;2;0;0;1;2;0;0;1;0;0;0;0;0;0;1;0;1;0;0;2;0;1;2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"281";291;0;0;2;0;1;0;1;0;1;0;1;0;3;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;3;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;2;1;0;0;1;0;0;0;0;4;0;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;3;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;2;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;2;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"282";292;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
