"";"obs_id";"quote_id";"e_date";"ENB_Nr";"Country1";"Country2";"quote";"masked_quote";"cooperation";"relation"
"833";23745;3079;2001-11-01;181;"Norway";"Switzerland";"SWITZERLAND and NORWAY highlighted the existence of due process provisions in, and the need to be consistent with, the text on Protocol Articles 5, 7 and 8.";"TARGET AND SENDER HIGHLIGHTED THE EXISTENCE OF DUE PROCESS PROVISIONS IN, AND THE NEED TO BE CONSISTENT WITH, THE TEXT ON PROTOCOL ARTICLES 5, 7 AND 8.";1;4
"834";23851;69;2001-11-02;182;"United States";"Switzerland";"A number of Annex I Parties raised concerns about the proposal, with the US and SWITZERLAND noting similar discussions taking place in the CGE group,";"A NUMBER OF ANNEX I PARTIES RAISED CONCERNS ABOUT THE PROPOSAL, WITH THE SENDER AND TARGET NOTING SIMILAR DISCUSSIONS TAKING PLACE IN THE CGE GROUP,";1;4
"835";23852;69;2001-11-02;182;"Switzerland";"United States";"A number of Annex I Parties raised concerns about the proposal, with the US and SWITZERLAND noting similar discussions taking place in the CGE group,";"A NUMBER OF ANNEX I PARTIES RAISED CONCERNS ABOUT THE PROPOSAL, WITH THE TARGET AND SENDER NOTING SIMILAR DISCUSSIONS TAKING PLACE IN THE CGE GROUP,";1;4
"836";23872;372;2001-11-03;183;"Samoa";"Australia";"AUSTRALIA, supported by SAMOA, proposed a compromise text whereby the Executive Board would review and could make recommendations to the COP/MOP if it considered it necessary.";"TARGET, SUPPORTED BY SENDER, PROPOSED A COMPROMISE TEXT WHEREBY THE EXECUTIVE BOARD WOULD REVIEW AND COULD MAKE RECOMMENDATIONS TO THE COP/MOP IF IT CONSIDERED IT NECESSARY.";1;2
"837";23908;2287;2001-11-05;184;"Samoa";"Norway";"NORWAY, opposed by SAMOA, suggested removing reference to election of alternate Board members.";"TARGET, OPPOSED BY SENDER, SUGGESTED REMOVING REFERENCE TO ELECTION OF ALTERNATE BOARD MEMBERS.";0;6
"838";23909;2529;2001-11-05;184;"Japan";"Norway";"On the transfer of technology under the CDM, NORWAY, supported by JAPAN, proposed amendments whereby furthering CDM project activities should, as appropriate, lead to the transfer of sound technology and knowledge in addition to that required u";"ON THE TRANSFER OF TECHNOLOGY UNDER THE CDM, TARGET, SUPPORTED BY SENDER, PROPOSED AMENDMENTS WHEREBY FURTHERING CDM PROJECT ACTIVITIES SHOULD, AS APPROPRIATE, LEAD TO THE TRANSFER OF SOUND TECHNOLOGY AND KNOWLEDGE IN ADDITION TO THAT REQUIRED U";1;2
"839";23952;2392;2001-11-05;184;"Japan";"Colombia";"On developing definitions and modalities for including afforestation and reforestation under the CDM, JAPAN and COLOMBIA noted insufficient focus on the terms of reference for their development";"ON DEVELOPING DEFINITIONS AND MODALITIES FOR INCLUDING AFFORESTATION AND REFORESTATION UNDER THE CDM, SENDER AND TARGET NOTED INSUFFICIENT FOCUS ON THE TERMS OF REFERENCE FOR THEIR DEVELOPMENT";1;4
"840";23953;2392;2001-11-05;184;"Colombia";"Japan";"On developing definitions and modalities for including afforestation and reforestation under the CDM, JAPAN and COLOMBIA noted insufficient focus on the terms of reference for their development";"ON DEVELOPING DEFINITIONS AND MODALITIES FOR INCLUDING AFFORESTATION AND REFORESTATION UNDER THE CDM, TARGET AND SENDER NOTED INSUFFICIENT FOCUS ON THE TERMS OF REFERENCE FOR THEIR DEVELOPMENT";1;4
"841";23994;200;2001-11-05;184;"Australia";"Japan";"AUSTRALIA and JAPAN highlighted a lack of consensus on the matter, which Co-Chair Estrada said would be adequately reflected.";"SENDER AND TARGET HIGHLIGHTED A LACK OF CONSENSUS ON THE MATTER, WHICH CO-CHAIR ESTRADA SAID WOULD BE ADEQUATELY REFLECTED.";1;4
"842";23995;200;2001-11-05;184;"Japan";"Australia";"AUSTRALIA and JAPAN highlighted a lack of consensus on the matter, which Co-Chair Estrada said would be adequately reflected.";"TARGET AND SENDER HIGHLIGHTED A LACK OF CONSENSUS ON THE MATTER, WHICH CO-CHAIR ESTRADA SAID WOULD BE ADEQUATELY REFLECTED.";1;4
"843";24005;4141;2001-11-05;184;"Japan";"Saudi Arabia";"The section on minimization of adverse impacts under Article 3.14 (adverse effects) was not agreed, with SAUDI ARABIA, opposed by JAPAN and others, suggesting that Parties “shall” rather than “are requested to” provide information.";"THE SECTION ON MINIMIZATION OF ADVERSE IMPACTS UNDER ARTICLE 3.14 (ADVERSE EFFECTS) WAS NOT AGREED, WITH TARGET, OPPOSED BY SENDER AND OTHERS, SUGGESTING THAT PARTIES “SHALL” RATHER THAN “ARE REQUESTED TO” PROVIDE INFORMATION.";0;6
"844";24083;2469;2001-11-06;185;"Australia";"Canada";"On the actions to be taken if calculations raise a Party’s “required” level of commitment period reserve above the Party’s holdings of ERUs, CERs and AAUs, AUSTRALIA and CANADA supported reference to “recom- mended” level";"ON THE ACTIONS TO BE TAKEN IF CALCULATIONS RAISE A PARTY’S “REQUIRED” LEVEL OF COMMITMENT PERIOD RESERVE ABOVE THE PARTY’S HOLDINGS OF ERUS, CERS AND AAUS, SENDER AND TARGET SUPPORTED REFERENCE TO “RECOM- MENDED” LEVEL";1;4
"845";24084;2469;2001-11-06;185;"Canada";"Australia";"On the actions to be taken if calculations raise a Party’s “required” level of commitment period reserve above the Party’s holdings of ERUs, CERs and AAUs, AUSTRALIA and CANADA supported reference to “recom- mended” level";"ON THE ACTIONS TO BE TAKEN IF CALCULATIONS RAISE A PARTY’S “REQUIRED” LEVEL OF COMMITMENT PERIOD RESERVE ABOVE THE PARTY’S HOLDINGS OF ERUS, CERS AND AAUS, TARGET AND SENDER SUPPORTED REFERENCE TO “RECOM- MENDED” LEVEL";1;4
"846";24127;4119;2001-11-06;185;"United States";"Australia";"The US, with AUSTRALIA, supported doing this at COP-8, underscoring the relevant COP-5 decision that had scheduled this for COP-7, and stressed that it was not acceptable to postpone this for longer than one year";"THE SENDER, WITH TARGET, SUPPORTED DOING THIS AT COP-8, UNDERSCORING THE RELEVANT COP-5 DECISION THAT HAD SCHEDULED THIS FOR COP-7, AND STRESSED THAT IT WAS NOT ACCEPTABLE TO POSTPONE THIS FOR LONGER THAN ONE YEAR";1;3
"847";24128;4119;2001-11-06;185;"Australia";"United States";"The US, with AUSTRALIA, supported doing this at COP-8, underscoring the relevant COP-5 decision that had scheduled this for COP-7, and stressed that it was not acceptable to postpone this for longer than one year";"THE TARGET, WITH SENDER, SUPPORTED DOING THIS AT COP-8, UNDERSCORING THE RELEVANT COP-5 DECISION THAT HAD SCHEDULED THIS FOR COP-7, AND STRESSED THAT IT WAS NOT ACCEPTABLE TO POSTPONE THIS FOR LONGER THAN ONE YEAR";1;3
"848";24170;1637;2001-11-08;187;"Ireland";"Norway";"IRELAND and NORWAY highlighted linkages between climate change and poverty.";"SENDER AND TARGET HIGHLIGHTED LINKAGES BETWEEN CLIMATE CHANGE AND POVERTY.";1;4
"849";24171;1637;2001-11-08;187;"Norway";"Ireland";"IRELAND and NORWAY highlighted linkages between climate change and poverty.";"TARGET AND SENDER HIGHLIGHTED LINKAGES BETWEEN CLIMATE CHANGE AND POVERTY.";1;4
"850";24250;3256;2002-04-15;190;"Swaziland";"Cook Islands";"Swaziland, with the Cook Islands and Chair Challenger, stated that information on climate change should be promoted as part of a larger package of environ- mental and sustainable development concerns";"SENDER, WITH THE TARGET AND CHAIR CHALLENGER, STATED THAT INFORMATION ON CLIMATE CHANGE SHOULD BE PROMOTED AS PART OF A LARGER PACKAGE OF ENVIRON- MENTAL AND SUSTAINABLE DEVELOPMENT CONCERNS";1;3
"851";24251;3257;2002-04-15;190;"Cook Islands";"Swaziland";"Swaziland, with the Cook Islands and Chair Challenger, stated that information on climate change should be promoted as part of a larger package of environmental and sustainable development concerns";"TARGET, WITH THE SENDER AND CHAIR CHALLENGER, STATED THAT INFORMATION ON CLIMATE CHANGE SHOULD BE PROMOTED AS PART OF A LARGER PACKAGE OF ENVIRONMENTAL AND SUSTAINABLE DEVELOPMENT CONCERNS";1;3
"852";24252;1230;2002-04-15;190;"United States";"Chile";"Chile added that data collection should be enhanced for country-specific sectors. (...) The US supported the idea of developing unique country specific source categories using national expertise and then publishing the methodology for inclusion";"TARGET ADDED THAT DATA COLLECTION SHOULD BE ENHANCED FOR COUNTRY-SPECIFIC SECTORS. (...) THE SENDER SUPPORTED THE IDEA OF DEVELOPING UNIQUE COUNTRY SPECIFIC SOURCE CATEGORIES USING NATIONAL EXPERTISE AND THEN PUBLISHING THE METHODOLOGY FOR INCLUSION";1;2
"853";24285;354;2002-06-06;193;"Saudi Arabia";"Australia";"AUSTRALIA, opposed by SAUDI ARABIA, suggested including follow-up to the TAR as a standing item on the SBSTA agenda";"TARGET, OPPOSED BY SENDER, SUGGESTED INCLUDING FOLLOW-UP TO THE TAR AS A STANDING ITEM ON THE SBSTA AGENDA";0;6
"854";24293;4174;2002-06-07;194;"Uganda";"Norway";"UGANDA, with NORWAY, stressed including agroforestry";"SENDER, WITH TARGET, STRESSED INCLUDING AGROFORESTRY";1;3
"855";24294;4174;2002-06-07;194;"Norway";"Uganda";"UGANDA, with NORWAY, stressed including agroforestry";"TARGET, WITH SENDER, STRESSED INCLUDING AGROFORESTRY";1;3
"856";24295;697;2002-06-07;194;"Burkina Faso";"Morocco";"BURKINA FASO and MOROCCO said all countries should be eligible for participation";"SENDER AND TARGET SAID ALL COUNTRIES SHOULD BE ELIGIBLE FOR PARTICIPATION";1;4
"857";24296;697;2002-06-07;194;"Morocco";"Burkina Faso";"BURKINA FASO and MOROCCO said all countries should be eligible for participation";"TARGET AND SENDER SAID ALL COUNTRIES SHOULD BE ELIGIBLE FOR PARTICIPATION";1;4
"858";24304;3125;2002-06-07;194;"New Zealand";"Switzerland";"SWITZERLAND, supported by NEW ZEALAND, proposed the wording “key” categories to limit the consideration of numbers of sources and sinks.";"TARGET, SUPPORTED BY SENDER, PROPOSED THE WORDING “KEY” CATEGORIES TO LIMIT THE CONSIDERATION OF NUMBERS OF SOURCES AND SINKS.";1;2
"859";24348;250;2002-06-07;194;"China";"Australia";"AUSTRALIA highlighted mitigation as another issue of wide interest, while CHINA preferred a focus on adaptation";"TARGET HIGHLIGHTED MITIGATION AS ANOTHER ISSUE OF WIDE INTEREST, WHILE SENDER PREFERRED A FOCUS ON ADAPTATION";0;6
"860";24404;2603;2002-06-10;195;"United States";"Peru";"PERU recommended the inclusion of uncertainties, while the US said uncertainties should fall under national inventory reporting (NIR)";"TARGET RECOMMENDED THE INCLUSION OF UNCERTAINTIES, WHILE THE SENDER SAID UNCERTAINTIES SHOULD FALL UNDER NATIONAL INVENTORY REPORTING (NIR)";0;6
"861";24405;969;2002-06-10;195;"China";"United States";"CHINA opposed a US proposal that CRF tables contain key source catego- ries, proposing that uncertainties cover all categories";"SENDER OPPOSED A TARGET PROPOSAL THAT CRF TABLES CONTAIN KEY SOURCE CATEGO- RIES, PROPOSING THAT UNCERTAINTIES COVER ALL CATEGORIES";0;6
"862";24416;225;2002-06-10;195;"Australia";"United States";"AUSTRALIA and the US supported a stock taking exercise to review available information, including from recent workshops.";"SENDER AND THE TARGET SUPPORTED A STOCK TAKING EXERCISE TO REVIEW AVAILABLE INFORMATION, INCLUDING FROM RECENT WORKSHOPS.";1;4
"863";24417;225;2002-06-10;195;"United States";"Australia";"AUSTRALIA and the US supported a stock taking exercise to review available information, including from recent workshops.";"TARGET AND THE SENDER SUPPORTED A STOCK TAKING EXERCISE TO REVIEW AVAILABLE INFORMATION, INCLUDING FROM RECENT WORKSHOPS.";1;4
"864";24484;2613;2002-06-11;196;"Brazil";"Peru";"PERU, opposed by BRAZIL, suggested linking activities under Article 6 on climate change with similar activities on local pollution problems";"TARGET, OPPOSED BY SENDER, SUGGESTED LINKING ACTIVITIES UNDER ARTICLE 6 ON CLIMATE CHANGE WITH SIMILAR ACTIVITIES ON LOCAL POLLUTION PROBLEMS";0;6
"865";24533;747;2002-06-12;197;"Canada";"Australia";"CANADA and AUSTRALIA stressed the importance of data availability.";"SENDER AND TARGET STRESSED THE IMPORTANCE OF DATA AVAILABILITY.";1;4
"866";24534;747;2002-06-12;197;"Australia";"Canada";"CANADA and AUSTRALIA stressed the importance of data availability.";"TARGET AND SENDER STRESSED THE IMPORTANCE OF DATA AVAILABILITY.";1;4
"867";24722;3878;2002-06-13;198;"United States";"Canada";"The US and CANADA urged a preliminary exchange of views at the current session";"THE SENDER AND TARGET URGED A PRELIMINARY EXCHANGE OF VIEWS AT THE CURRENT SESSION";1;4
"868";24723;3878;2002-06-13;198;"Canada";"United States";"The US and CANADA urged a preliminary exchange of views at the current session";"THE TARGET AND SENDER URGED A PRELIMINARY EXCHANGE OF VIEWS AT THE CURRENT SESSION";1;4
"869";24778;860;2002-06-13;198;"Canada";"Seychelles";"CANADA, the SEYCHELLES and others expressed concern at further changes that might dilute the text.";"SENDER, THE TARGET AND OTHERS EXPRESSED CONCERN AT FURTHER CHANGES THAT MIGHT DILUTE THE TEXT.";1;4
"870";24779;860;2002-06-13;198;"Seychelles";"Canada";"CANADA, the SEYCHELLES and others expressed concern at further changes that might dilute the text.";"TARGET, THE SENDER AND OTHERS EXPRESSED CONCERN AT FURTHER CHANGES THAT MIGHT DILUTE THE TEXT.";1;4
"871";24783;4210;2002-06-14;199;"Saudi Arabia";"United States";"Upon reconvening, the US read proposed text replacing the disputed paragraph that sets the timeframe for consideration of the matter for SB-18. SAUDI ARABIA disagreed with the timeframe and suggested SB-20";"UPON RECONVENING, THE TARGET READ PROPOSED TEXT REPLACING THE DISPUTED PARAGRAPH THAT SETS THE TIMEFRAME FOR CONSIDERATION OF THE MATTER FOR SB-18. SENDER DISAGREED WITH THE TIMEFRAME AND SUGGESTED SB-20";0;6
"872";24841;3319;2002-10-25;203;"Tuvalu";"Eritrea";"TUVALU and ERITREA noted problems in the communication process between the financial mechanism and the implementing agencies";"SENDER AND TARGET NOTED PROBLEMS IN THE COMMUNICATION PROCESS BETWEEN THE FINANCIAL MECHANISM AND THE IMPLEMENTING AGENCIES";1;4
"873";24842;3319;2002-10-25;203;"Eritrea";"Tuvalu";"TUVALU and ERITREA noted problems in the communication process between the financial mechanism and the implementing agencies";"TARGET AND SENDER NOTED PROBLEMS IN THE COMMUNICATION PROCESS BETWEEN THE FINANCIAL MECHANISM AND THE IMPLEMENTING AGENCIES";1;4
"874";24961;195;2002-10-26;204;"Australia";"Canada";"AUSTRALIA and CANADA urged Parties to reach agreement on the rules";"SENDER AND TARGET URGED PARTIES TO REACH AGREEMENT ON THE RULES";1;4
"875";24962;195;2002-10-26;204;"Canada";"Australia";"AUSTRALIA and CANADA urged Parties to reach agreement on the rules";"TARGET AND SENDER URGED PARTIES TO REACH AGREEMENT ON THE RULES";1;4
"876";24963;1608;2002-10-26;204;"India";"Sri Lanka";"INDIA, with SRI LANKA, proposed developing country concessions for accreditation of operational entities.";"SENDER, WITH TARGET, PROPOSED DEVELOPING COUNTRY CONCESSIONS FOR ACCREDITATION OF OPERATIONAL ENTITIES.";1;3
"877";24964;1608;2002-10-26;204;"Sri Lanka";"India";"INDIA, with SRI LANKA, proposed developing country concessions for accreditation of operational entities.";"TARGET, WITH SENDER, PROPOSED DEVELOPING COUNTRY CONCESSIONS FOR ACCREDITATION OF OPERATIONAL ENTITIES.";1;3
"878";25069;875;2002-10-29;205;"Canada";"Norway";"CANADA, with NORWAY, supported maintaining the existing definition of additionality";"SENDER, WITH TARGET, SUPPORTED MAINTAINING THE EXISTING DEFINITION OF ADDITIONALITY";1;3
"879";25070;875;2002-10-29;205;"Norway";"Canada";"CANADA, with NORWAY, supported maintaining the existing definition of additionality";"TARGET, WITH SENDER, SUPPORTED MAINTAINING THE EXISTING DEFINITION OF ADDITIONALITY";1;3
"880";25071;3320;2002-10-29;205;"Tuvalu";"India";"TUVALU and INDIA stressed the importance of impact assessments.";"SENDER AND TARGET STRESSED THE IMPORTANCE OF IMPACT ASSESSMENTS.";1;4
"881";25072;3320;2002-10-29;205;"India";"Tuvalu";"TUVALU and INDIA stressed the importance of impact assessments.";"TARGET AND SENDER STRESSED THE IMPORTANCE OF IMPACT ASSESSMENTS.";1;4
"882";25079;3336;2002-10-29;205;"Uruguay";"Tuvalu";"TUVALU outlined three areas of uncertainty: measurement;
additionality; and risk. URUGUAY noted the need to separate
uncertainty from risk.";"TARGET OUTLINED THREE AREAS OF UNCERTAINTY: MEASUREMENT;
ADDITIONALITY; AND RISK. SENDER NOTED THE NEED TO SEPARATE
UNCERTAINTY FROM RISK.";0;6
"883";25157;1058;2002-10-29;205;"India";"China";"CHINA, supported by INDIA, underscored the urgency of providing guidance in order to operationalize the Fund.";"TARGET, SUPPORTED BY SENDER, UNDERSCORED THE URGENCY OF PROVIDING GUIDANCE IN ORDER TO OPERATIONALIZE THE FUND.";1;2
"884";25264;876;2002-10-30;206;"Canada";"Switzerland";"CANADA, with SWITZERLAND, stressed the
prioritization of guidance to the Fund.";"SENDER, WITH TARGET, STRESSED THE
PRIORITIZATION OF GUIDANCE TO THE FUND.";1;3
"885";25265;876;2002-10-30;206;"Switzerland";"Canada";"CANADA, with SWITZERLAND, stressed the
prioritization of guidance to the Fund.";"TARGET, WITH SENDER, STRESSED THE
PRIORITIZATION OF GUIDANCE TO THE FUND.";1;3
"886";25300;1630;2002-10-31;207;"Saudi Arabia";"Iran";"IRAN stressed minimizing losses due to adverse effects and
impacts of response measures on developing countries with economies dependent on fossil fuels. SAUDI ARABIA expressed
concern regarding the limited progress on UNFCCC Article 4.8
and 4.";"TARGET STRESSED MINIMIZING LOSSES DUE TO ADVERSE EFFECTS AND
IMPACTS OF RESPONSE MEASURES ON DEVELOPING COUNTRIES WITH ECONOMIES DEPENDENT ON FOSSIL FUELS. SENDER EXPRESSED
CONCERN REGARDING THE LIMITED PROGRESS ON UNFCCC ARTICLE 4.8
AND 4.";1;4
"887";25301;1630;2002-10-31;207;"Iran";"Saudi Arabia";"IRAN stressed minimizing losses due to adverse effects and
impacts of response measures on developing countries with economies dependent on fossil fuels. SAUDI ARABIA expressed
concern regarding the limited progress on UNFCCC Article 4.8
and 4.";"SENDER STRESSED MINIMIZING LOSSES DUE TO ADVERSE EFFECTS AND
IMPACTS OF RESPONSE MEASURES ON DEVELOPING COUNTRIES WITH ECONOMIES DEPENDENT ON FOSSIL FUELS. TARGET EXPRESSED
CONCERN REGARDING THE LIMITED PROGRESS ON UNFCCC ARTICLE 4.8
AND 4.";1;4
"888";25302;1340;2002-10-31;207;"Finland";"Denmark";"FINLAND and DENMARK pledged support to the LDC Fund.";"SENDER AND TARGET PLEDGED SUPPORT TO THE LDC FUND.";1;4
"889";25303;1340;2002-10-31;207;"Denmark";"Finland";"FINLAND and DENMARK pledged support to the LDC Fund.";"TARGET AND SENDER PLEDGED SUPPORT TO THE LDC FUND.";1;4
"890";25537;1869;2003-06-06;213;"Japan";"Australia";"JAPAN, with AUSTRALIA, said that P&Ms should be self-assessed.";"SENDER, WITH TARGET, SAID THAT P&MS SHOULD BE SELF-ASSESSED.";1;3
"891";25538;1869;2003-06-06;213;"Australia";"Japan";"JAPAN, with AUSTRALIA, said that P&Ms should be self-assessed.";"TARGET, WITH SENDER, SAID THAT P&MS SHOULD BE SELF-ASSESSED.";1;3
"892";25561;2726;2003-06-06;213;"Samoa";"United States";"SAMOA and the US highlighted the need for an integrated approach to adaptation.";"SENDER AND THE TARGET HIGHLIGHTED THE NEED FOR AN INTEGRATED APPROACH TO ADAPTATION.";1;4
"893";25562;2726;2003-06-06;213;"United States";"Samoa";"SAMOA and the US highlighted the need for an integrated approach to adaptation.";"TARGET AND THE SENDER HIGHLIGHTED THE NEED FOR AN INTEGRATED APPROACH TO ADAPTATION.";1;4
"894";25565;2938;2003-06-06;213;"Saudi Arabia";"United States";"SAUDI ARABIA, with the US, said that
UNFCCC issues should take priority over Protocol issues";"SENDER, WITH THE TARGET, SAID THAT
UNFCCC ISSUES SHOULD TAKE PRIORITY OVER PROTOCOL ISSUES";1;3
"895";25566;2938;2003-06-06;213;"United States";"Saudi Arabia";"SAUDI ARABIA, with the US, said that
UNFCCC issues should take priority over Protocol issues";"TARGET, WITH THE SENDER, SAID THAT
UNFCCC ISSUES SHOULD TAKE PRIORITY OVER PROTOCOL ISSUES";1;3
"896";25737;4094;2003-06-07;214;"Samoa";"United States";"The US, supported by SAMOA, suggested that the
Secretariat develop terms of reference (TORs) for future workshops in accordance with decision 13/CP.7 (P&Ms), which refers to adverse effects";"THE TARGET, SUPPORTED BY SENDER, SUGGESTED THAT THE
SECRETARIAT DEVELOP TERMS OF REFERENCE (TORS) FOR FUTURE WORKSHOPS IN ACCORDANCE WITH DECISION 13/CP.7 (P&MS), WHICH REFERS TO ADVERSE EFFECTS";1;2
"897";25822;2860;2003-06-10;215;"Micronesia";"Saudi Arabia";"SAUDI ARABIA,  opposed by MICRONESIA, said the SCCF should prioritize adaptation with regard to economic diversification activities.";"TARGET,  OPPOSED BY SENDER, SAID THE SCCF SHOULD PRIORITIZE ADAPTATION WITH REGARD TO ECONOMIC DIVERSIFICATION ACTIVITIES.";0;6
"898";25850;3224;2003-06-10;215;"Ghana";"Japan";"Supported by GHANA, he (JAPAN) urged that the SCCF find a balance between mitigation and adaptation activities.";"SUPPORTED BY SENDER, HE (TARGET) URGED THAT THE SCCF FIND A BALANCE BETWEEN MITIGATION AND ADAPTATION ACTIVITIES.";1;2
"899";25956;1849;2003-06-11;216;"Australia";"Japan";"JAPAN, supported by AUSTRALIA, requested specific calculations on funding dedicated to the working capital reserve";"TARGET, SUPPORTED BY SENDER, REQUESTED SPECIFIC CALCULATIONS ON FUNDING DEDICATED TO THE WORKING CAPITAL RESERVE";1;2
"900";25964;929;2003-06-12;217;"China";"Japan";"CHINA and JAPAN agreed to discuss this issue infor- mally, in order to reach resolution before the SBSTA plenary on Thursday, 12 June.";"SENDER AND TARGET AGREED TO DISCUSS THIS ISSUE INFOR- MALLY, IN ORDER TO REACH RESOLUTION BEFORE THE SBSTA PLENARY ON THURSDAY, 12 JUNE.";1;4
"901";25965;929;2003-06-12;217;"Japan";"China";"CHINA and JAPAN agreed to discuss this issue infor- mally, in order to reach resolution before the SBSTA plenary on Thursday, 12 June.";"TARGET AND SENDER AGREED TO DISCUSS THIS ISSUE INFOR- MALLY, IN ORDER TO REACH RESOLUTION BEFORE THE SBSTA PLENARY ON THURSDAY, 12 JUNE.";1;4
"902";26111;2956;2003-06-13;218;"Chile";"Senegal";"SENEGAL, supported by CHILE, said that modalities for small-scale CDM projects should be developed.";"TARGET, SUPPORTED BY SENDER, SAID THAT MODALITIES FOR SMALL-SCALE CDM PROJECTS SHOULD BE DEVELOPED.";1;2
"903";26226;2249;2003-12-02;222;"Norway";"New Zealand";"NORWAY noted the level of convergence and optimism in the pre-sessional consultations and, with NEW ZEALAND, stressed the importance of keeping a balance between bottom-up and top-down approaches.";"SENDER NOTED THE LEVEL OF CONVERGENCE AND OPTIMISM IN THE PRE-SESSIONAL CONSULTATIONS AND, WITH TARGET, STRESSED THE IMPORTANCE OF KEEPING A BALANCE BETWEEN BOTTOM-UP AND TOP-DOWN APPROACHES.";1;3
"904";26227;2249;2003-12-02;222;"New Zealand";"Norway";"NORWAY noted the level of convergence and optimism in the pre-sessional consultations and, with NEW ZEALAND, stressed the importance of keeping a balance between bottom-up and top-down approaches.";"TARGET NOTED THE LEVEL OF CONVERGENCE AND OPTIMISM IN THE PRE-SESSIONAL CONSULTATIONS AND, WITH SENDER, STRESSED THE IMPORTANCE OF KEEPING A BALANCE BETWEEN BOTTOM-UP AND TOP-DOWN APPROACHES.";1;3
"905";26279;4277;2003-12-03;223;"United States";"Australia";"With AUSTRALIA, he (US) called for dividing the UNFCCC and Protocol budgets";"WITH TARGET, HE (SENDER) CALLED FOR DIVIDING THE UNFCCC AND PROTOCOL BUDGETS";1;3
"906";26280;4277;2003-12-03;223;"Australia";"United States";"With AUSTRALIA, he (US) called for dividing the UNFCCC and Protocol budgets";"WITH SENDER, HE (TARGET) CALLED FOR DIVIDING THE UNFCCC AND PROTOCOL BUDGETS";1;3
"907";26281;915;2003-12-03;223;"China";"Brazil";"CHINA and BRAZIL sought accelerated funding of second national communications";"SENDER AND TARGET SOUGHT ACCELERATED FUNDING OF SECOND NATIONAL COMMUNICATIONS";1;4
"908";26282;915;2003-12-03;223;"Brazil";"China";"CHINA and BRAZIL sought accelerated funding of second national communications";"TARGET AND SENDER SOUGHT ACCELERATED FUNDING OF SECOND NATIONAL COMMUNICATIONS";1;4
"909";26296;2891;2003-12-03;223;"United States";"Saudi Arabia";"SAUDI ARABIA, opposed by the US, said proposals based on current and planned activities should also be discussed.";"TARGET, OPPOSED BY THE SENDER, SAID PROPOSALS BASED ON CURRENT AND PLANNED ACTIVITIES SHOULD ALSO BE DISCUSSED.";0;6
"910";26309;746;2003-12-04;224;"Canada";"Australia";"CANADA and AUSTRALIA said the GPG provides the necessary guidelines for reporting and should be adopted.";"SENDER AND TARGET SAID THE GPG PROVIDES THE NECESSARY GUIDELINES FOR REPORTING AND SHOULD BE ADOPTED.";1;4
"911";26310;746;2003-12-04;224;"Australia";"Canada";"CANADA and AUSTRALIA said the GPG provides the necessary guidelines for reporting and should be adopted.";"TARGET AND SENDER SAID THE GPG PROVIDES THE NECESSARY GUIDELINES FOR REPORTING AND SHOULD BE ADOPTED.";1;4
"912";26344;1733;2003-12-04;224;"Japan";"Switzerland";"JAPAN and SWITZERLAND suggested postponing further guidance to the GEF until the comprehensive review is completed.";"SENDER AND TARGET SUGGESTED POSTPONING FURTHER GUIDANCE TO THE GEF UNTIL THE COMPREHENSIVE REVIEW IS COMPLETED.";1;4
"913";26345;1733;2003-12-04;224;"Switzerland";"Japan";"JAPAN and SWITZERLAND suggested postponing further guidance to the GEF until the comprehensive review is completed.";"TARGET AND SENDER SUGGESTED POSTPONING FURTHER GUIDANCE TO THE GEF UNTIL THE COMPREHENSIVE REVIEW IS COMPLETED.";1;4
"914";26351;1166;2003-12-04;224;"Colombia";"Peru";"COLOMBIA, with PERU, proposed categorizing projects
as small, medium or large scale";"SENDER, WITH TARGET, PROPOSED CATEGORIZING PROJECTS
AS SMALL, MEDIUM OR LARGE SCALE";1;3
"915";26352;1166;2003-12-04;224;"Peru";"Colombia";"COLOMBIA, with PERU, proposed categorizing projects
as small, medium or large scale";"TARGET, WITH SENDER, PROPOSED CATEGORIZING PROJECTS
AS SMALL, MEDIUM OR LARGE SCALE";1;3
"916";26365;166;2003-12-05;225;"United States";"Argentina";"ARGENTINA, opposed by the US, questioned the appropriateness of the emissions intensity measurement";"TARGET, OPPOSED BY THE SENDER, QUESTIONED THE APPROPRIATENESS OF THE EMISSIONS INTENSITY MEASUREMENT";0;6
"917";26491;2181;2003-12-05;225;"Saudi Arabia";"New Zealand";"NEW ZEALAND, opposed by SAUDI ARABIA, said discussions on methodologies on the impact of implementation of the Protocol should be included under the “projections” topic.";"TARGET, OPPOSED BY SENDER, SAID DISCUSSIONS ON METHODOLOGIES ON THE IMPACT OF IMPLEMENTATION OF THE PROTOCOL SHOULD BE INCLUDED UNDER THE “PROJECTIONS” TOPIC.";0;6
"918";26631;355;2003-12-06;226;"Uganda";"Australia";"AUSTRALIA, opposed by UGANDA, said the data reported by
Parties rather than the database should be referred to as the “authoritative source";"TARGET, OPPOSED BY SENDER, SAID THE DATA REPORTED BY
PARTIES RATHER THAN THE DATABASE SHOULD BE REFERRED TO AS THE “AUTHORITATIVE SOURCE";0;6
